OrdenID,LineaID,ServicioID,Servicio,FamiliaServicio,Averia,HorasManoObra,PrecioHora,PiezasCoste
2004935,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.27,60.0,38.24
2004935,2,S003,Discos freno,Frenos,Frenos,1.88,55.0,136.59
2004936,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.8,63.0,7.51
2004937,1,S005,Aire acondicionado,Climatización,Climatización,2.14,66.15,169.62
2004937,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.83,47.25,39.3
2004938,1,S003,Discos freno,Frenos,Frenos,1.69,60.64,96.64
2004939,1,S004,Batería,Electricidad,Electricidad,0.87,52.5,127.99
2004939,2,S003,Discos freno,Frenos,Frenos,1.79,54.86,150.3
2004940,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.93,45.0,17.25
2004941,1,S003,Discos freno,Frenos,Frenos,2.32,55.0,131.39
2004941,2,S004,Batería,Electricidad,Electricidad,0.67,50.0,142.55
2004942,1,S004,Batería,Electricidad,Electricidad,0.3,50.0,83.55
2004943,1,S003,Discos freno,Frenos,Frenos,1.38,54.86,107.78
2004943,2,S006,ITV precheck,Inspección,Inspección,1.09,44.89,6.88
2004943,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.91,44.89,18.44
2004944,1,S004,Batería,Electricidad,Electricidad,0.59,52.5,105.96
2004945,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.0,63.0,45.5
2004945,2,S004,Batería,Electricidad,Electricidad,0.97,49.88,111.66
2004946,1,S007,Neumáticos,Ruedas,Ruedas,1.51,54.86,315.61
2004946,2,S002,Pastillas freno,Frenos,Frenos,0.96,49.88,82.29
2004947,1,S004,Batería,Electricidad,Electricidad,0.77,52.5,136.04
2004947,2,S006,ITV precheck,Inspección,Inspección,1.22,47.25,9.9
2004947,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.99,59.85,28.42
2004948,1,S004,Batería,Electricidad,Electricidad,1.04,50.0,178.89
2004948,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.03,47.25,35.44
2004948,3,S003,Discos freno,Frenos,Frenos,2.16,52.25,123.35
2004949,1,S004,Batería,Electricidad,Electricidad,1.0,49.88,174.26
2004950,1,S002,Pastillas freno,Frenos,Frenos,0.93,52.5,30.05
2004950,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.96,47.25,23.31
2004951,1,S005,Aire acondicionado,Climatización,Climatización,2.13,63.0,93.42
2004952,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.98,44.89,17.96
2004952,2,S004,Batería,Electricidad,Electricidad,0.78,49.88,92.28
2004953,1,S006,ITV precheck,Inspección,Inspección,1.11,45.0,7.54
2004954,1,S005,Aire acondicionado,Climatización,Climatización,1.71,63.0,145.11
2004954,2,S004,Batería,Electricidad,Electricidad,1.13,52.5,142.77
2004955,1,S004,Batería,Electricidad,Electricidad,0.88,52.5,106.87
2004956,1,S003,Discos freno,Frenos,Frenos,1.55,57.75,130.66
2004956,2,S005,Aire acondicionado,Climatización,Climatización,1.74,60.0,109.3
2004957,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.37,42.75,33.77
2004957,2,S002,Pastillas freno,Frenos,Frenos,1.24,50.0,33.55
2004958,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.95,60.0,29.79
2004958,2,S004,Batería,Electricidad,Electricidad,1.09,47.5,87.74
2004959,1,S005,Aire acondicionado,Climatización,Climatización,2.05,63.0,146.09
2004960,1,S004,Batería,Electricidad,Electricidad,0.54,50.0,70.86
2004961,1,S006,ITV precheck,Inspección,Inspección,0.77,45.0,19.77
2004962,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.95,45.0,27.06
2004962,2,S007,Neumáticos,Ruedas,Ruedas,1.59,55.0,290.21
2004963,1,S002,Pastillas freno,Frenos,Frenos,1.28,52.5,68.77
2004964,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.61,44.89,25.29
2004964,2,S007,Neumáticos,Ruedas,Ruedas,1.2,60.64,131.24
2004965,1,S004,Batería,Electricidad,Electricidad,1.08,49.88,101.84
2004965,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.36,66.15,37.68
2004966,1,S006,ITV precheck,Inspección,Inspección,0.57,45.0,0.58
2004967,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.76,66.15,44.67
2004967,2,S003,Discos freno,Frenos,Frenos,2.24,57.75,70.94
2004968,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.1,63.0,55.43
2004968,2,S002,Pastillas freno,Frenos,Frenos,1.0,47.5,71.18
2004969,1,S003,Discos freno,Frenos,Frenos,1.63,57.75,146.26
2004970,1,S002,Pastillas freno,Frenos,Frenos,1.22,52.5,67.04
2004971,1,S006,ITV precheck,Inspección,Inspección,0.89,44.89,10.54
2004972,1,S006,ITV precheck,Inspección,Inspección,1.01,49.61,7.55
2004973,1,S004,Batería,Electricidad,Electricidad,0.53,55.12,177.09
2004974,1,S003,Discos freno,Frenos,Frenos,1.69,60.64,105.01
2004975,1,S004,Batería,Electricidad,Electricidad,0.42,52.5,145.49
2004976,1,S004,Batería,Electricidad,Electricidad,0.89,50.0,105.82
2004977,1,S002,Pastillas freno,Frenos,Frenos,1.17,50.0,84.2
2004978,1,S005,Aire acondicionado,Climatización,Climatización,1.81,60.0,198.52
2004978,2,S006,ITV precheck,Inspección,Inspección,0.58,45.0,1.32
2004979,1,S002,Pastillas freno,Frenos,Frenos,1.46,52.5,32.5
2004979,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.11,63.0,49.36
2004980,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.9,60.0,16.85
2004980,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.56,45.0,29.53
2004980,3,S007,Neumáticos,Ruedas,Ruedas,1.26,52.25,219.13
2004981,1,S002,Pastillas freno,Frenos,Frenos,0.77,47.5,47.8
2004981,2,S007,Neumáticos,Ruedas,Ruedas,1.6,55.0,131.86
2004981,3,S005,Aire acondicionado,Climatización,Climatización,2.15,57.0,193.18
2004982,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.75,60.0,44.5
2004983,1,S002,Pastillas freno,Frenos,Frenos,1.24,47.5,38.67
2004984,1,S003,Discos freno,Frenos,Frenos,1.51,55.0,123.91
2004985,1,S005,Aire acondicionado,Climatización,Climatización,2.27,66.15,178.69
2004985,2,S007,Neumáticos,Ruedas,Ruedas,1.56,54.86,299.53
2004986,1,S006,ITV precheck,Inspección,Inspección,1.05,45.0,3.21
2004986,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.96,60.0,24.75
2004987,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.22,59.85,53.42
2004987,2,S006,ITV precheck,Inspección,Inspección,0.91,44.89,17.49
2004988,1,S003,Discos freno,Frenos,Frenos,1.64,55.0,108.91
2004988,2,S004,Batería,Electricidad,Electricidad,0.93,47.5,93.03
2004988,3,S002,Pastillas freno,Frenos,Frenos,0.98,52.5,81.66
2004989,1,S007,Neumáticos,Ruedas,Ruedas,1.43,52.25,311.21
2004990,1,S002,Pastillas freno,Frenos,Frenos,1.49,52.5,81.65
2004990,2,S004,Batería,Electricidad,Electricidad,0.99,52.5,119.01
2004991,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.14,57.0,53.38
2004992,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.15,66.15,32.93
2004992,2,S003,Discos freno,Frenos,Frenos,1.88,57.75,93.15
2004993,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.86,63.0,54.97
2004994,1,S002,Pastillas freno,Frenos,Frenos,1.12,49.88,48.93
2004995,1,S006,ITV precheck,Inspección,Inspección,1.12,45.0,4.13
2004996,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.77,47.25,32.82
2004997,1,S007,Neumáticos,Ruedas,Ruedas,1.77,60.64,308.41
2004997,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.36,66.15,43.75
2004997,3,S002,Pastillas freno,Frenos,Frenos,1.07,52.5,42.95
2004998,1,S007,Neumáticos,Ruedas,Ruedas,1.39,54.86,255.95
2004998,2,S003,Discos freno,Frenos,Frenos,2.22,60.64,148.66
2004999,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.69,63.0,44.75
2005000,1,S002,Pastillas freno,Frenos,Frenos,0.98,52.5,34.46
2005001,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.46,60.0,12.54
2005002,1,S005,Aire acondicionado,Climatización,Climatización,1.82,66.15,163.47
2005002,2,S003,Discos freno,Frenos,Frenos,2.2,54.86,110.2
2005003,1,S005,Aire acondicionado,Climatización,Climatización,1.81,59.85,211.3
2005004,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.09,63.0,46.21
2005005,1,S004,Batería,Electricidad,Electricidad,0.42,52.5,72.16
2005006,1,S007,Neumáticos,Ruedas,Ruedas,1.85,57.75,215.28
2005007,1,S004,Batería,Electricidad,Electricidad,0.88,47.5,107.08
2005008,1,S005,Aire acondicionado,Climatización,Climatización,2.05,60.0,201.31
2005008,2,S004,Batería,Electricidad,Electricidad,0.83,52.5,141.56
2005009,1,S005,Aire acondicionado,Climatización,Climatización,2.12,59.85,187.58
2005009,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.38,63.0,1.95
2005010,1,S003,Discos freno,Frenos,Frenos,1.42,57.75,99.16
2005011,1,S004,Batería,Electricidad,Electricidad,0.62,50.0,74.34
2005011,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.02,45.0,21.58
2005011,3,S007,Neumáticos,Ruedas,Ruedas,1.47,55.0,226.26
2005012,1,S006,ITV precheck,Inspección,Inspección,1.08,47.25,1.57
2005013,1,S003,Discos freno,Frenos,Frenos,1.55,55.0,96.99
2005014,1,S002,Pastillas freno,Frenos,Frenos,1.01,52.5,47.93
2005015,1,S004,Batería,Electricidad,Electricidad,0.88,49.88,171.62
2005015,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.88,63.0,9.49
2005016,1,S007,Neumáticos,Ruedas,Ruedas,1.43,57.75,183.05
2005017,1,S002,Pastillas freno,Frenos,Frenos,1.23,47.5,83.83
2005018,1,S003,Discos freno,Frenos,Frenos,1.62,54.86,145.81
2005019,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.17,63.0,47.78
2005019,2,S003,Discos freno,Frenos,Frenos,1.71,57.75,133.26
2005020,1,S003,Discos freno,Frenos,Frenos,1.8,57.75,142.24
2005021,1,S007,Neumáticos,Ruedas,Ruedas,1.38,60.64,170.64
2005021,2,S002,Pastillas freno,Frenos,Frenos,0.7,55.12,30.36
2005021,3,S003,Discos freno,Frenos,Frenos,1.78,54.86,108.56
2005022,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.99,60.0,8.34
2005023,1,S003,Discos freno,Frenos,Frenos,1.85,55.0,156.78
2005023,2,S004,Batería,Electricidad,Electricidad,0.71,50.0,134.28
2005024,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.82,63.0,24.04
2005025,1,S006,ITV precheck,Inspección,Inspección,0.8,47.25,13.21
2005025,2,S003,Discos freno,Frenos,Frenos,1.69,57.75,99.34
2005026,1,S004,Batería,Electricidad,Electricidad,0.6,49.88,120.37
2005027,1,S006,ITV precheck,Inspección,Inspección,0.82,42.75,4.77
2005028,1,S005,Aire acondicionado,Climatización,Climatización,1.73,63.0,105.49
2005028,2,S006,ITV precheck,Inspección,Inspección,0.8,44.89,10.06
2005028,3,S002,Pastillas freno,Frenos,Frenos,0.97,52.5,80.74
2005029,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.94,60.0,11.32
2005030,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.11,57.0,6.91
2005031,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.77,47.25,23.63
2005032,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.88,66.15,28.29
2005033,1,S004,Batería,Electricidad,Electricidad,0.35,52.5,101.13
2005034,1,S007,Neumáticos,Ruedas,Ruedas,1.28,57.75,173.83
2005035,1,S007,Neumáticos,Ruedas,Ruedas,1.82,57.75,199.33
2005035,2,S004,Batería,Electricidad,Electricidad,0.69,52.5,146.11
2005036,1,S002,Pastillas freno,Frenos,Frenos,1.49,50.0,61.44
2005037,1,S004,Batería,Electricidad,Electricidad,1.15,50.0,163.03
2005038,1,S004,Batería,Electricidad,Electricidad,0.67,50.0,80.14
2005039,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.1,47.25,18.57
2005039,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.9,63.0,19.81
2005040,1,S007,Neumáticos,Ruedas,Ruedas,1.62,57.75,176.9
2005041,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.09,49.61,17.54
2005042,1,S007,Neumáticos,Ruedas,Ruedas,1.49,55.0,125.48
2005043,1,S006,ITV precheck,Inspección,Inspección,0.88,44.89,9.34
2005044,1,S003,Discos freno,Frenos,Frenos,1.96,55.0,69.85
2005045,1,S005,Aire acondicionado,Climatización,Climatización,1.86,66.15,101.52
2005046,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.65,63.0,42.96
2005046,2,S003,Discos freno,Frenos,Frenos,1.82,55.0,144.63
2005047,1,S002,Pastillas freno,Frenos,Frenos,1.55,55.12,59.2
2005048,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.59,42.75,16.55
2005048,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.35,63.0,58.66
2005048,3,S002,Pastillas freno,Frenos,Frenos,1.48,50.0,85.12
2005049,1,S007,Neumáticos,Ruedas,Ruedas,1.34,60.64,120.62
2005049,2,S006,ITV precheck,Inspección,Inspección,0.71,49.61,9.47
2005050,1,S005,Aire acondicionado,Climatización,Climatización,2.06,60.0,150.84
2005051,1,S004,Batería,Electricidad,Electricidad,0.65,52.5,146.46
2005051,2,S002,Pastillas freno,Frenos,Frenos,1.03,50.0,58.25
2005052,1,S006,ITV precheck,Inspección,Inspección,0.73,45.0,0.52
2005053,1,S002,Pastillas freno,Frenos,Frenos,1.13,55.12,81.72
2005054,1,S007,Neumáticos,Ruedas,Ruedas,1.41,55.0,240.77
2005054,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.87,63.0,20.73
2005055,1,S006,ITV precheck,Inspección,Inspección,1.26,42.75,9.02
2005056,1,S007,Neumáticos,Ruedas,Ruedas,1.53,57.75,297.6
2005056,2,S004,Batería,Electricidad,Electricidad,1.2,49.88,125.74
2005056,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.76,47.25,15.0
2005057,1,S007,Neumáticos,Ruedas,Ruedas,1.68,57.75,245.3
2005058,1,S003,Discos freno,Frenos,Frenos,1.56,57.75,60.71
2005058,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.76,49.61,33.3
2005059,1,S002,Pastillas freno,Frenos,Frenos,1.16,50.0,58.53
2005059,2,S007,Neumáticos,Ruedas,Ruedas,1.64,52.25,228.2
2005060,1,S005,Aire acondicionado,Climatización,Climatización,2.0,60.0,125.77
2005060,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.86,60.0,53.19
2005060,3,S006,ITV precheck,Inspección,Inspección,1.31,47.25,16.94
2005061,1,S003,Discos freno,Frenos,Frenos,1.22,54.86,121.44
2005062,1,S003,Discos freno,Frenos,Frenos,1.92,54.86,153.34
2005062,2,S006,ITV precheck,Inspección,Inspección,0.79,47.25,13.51
2005063,1,S002,Pastillas freno,Frenos,Frenos,1.36,47.5,32.45
2005063,2,S005,Aire acondicionado,Climatización,Climatización,2.16,60.0,164.59
2005064,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.25,42.75,16.97
2005065,1,S002,Pastillas freno,Frenos,Frenos,1.16,52.5,68.53
2005065,2,S005,Aire acondicionado,Climatización,Climatización,2.34,63.0,206.44
2005066,1,S006,ITV precheck,Inspección,Inspección,0.91,47.25,9.08
2005067,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.05,57.0,15.17
2005067,2,S006,ITV precheck,Inspección,Inspección,0.79,45.0,18.29
2005068,1,S007,Neumáticos,Ruedas,Ruedas,1.66,57.75,150.33
2005068,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.98,45.0,39.57
2005069,1,S004,Batería,Electricidad,Electricidad,1.09,50.0,113.81
2005070,1,S005,Aire acondicionado,Climatización,Climatización,2.21,66.15,151.19
2005071,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.4,45.0,27.42
2005072,1,S002,Pastillas freno,Frenos,Frenos,1.44,52.5,50.14
2005072,2,S006,ITV precheck,Inspección,Inspección,0.89,45.0,8.73
2005073,1,S002,Pastillas freno,Frenos,Frenos,1.14,50.0,55.77
2005073,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.9,60.0,22.02
2005074,1,S003,Discos freno,Frenos,Frenos,1.35,52.25,60.81
2005075,1,S003,Discos freno,Frenos,Frenos,2.27,57.75,74.19
2005076,1,S003,Discos freno,Frenos,Frenos,1.67,55.0,109.44
2005076,2,S004,Batería,Electricidad,Electricidad,1.03,50.0,176.7
2005076,3,S002,Pastillas freno,Frenos,Frenos,1.58,47.5,85.52
2005077,1,S007,Neumáticos,Ruedas,Ruedas,1.69,55.0,323.08
2005078,1,S005,Aire acondicionado,Climatización,Climatización,1.29,59.85,85.17
2005079,1,S007,Neumáticos,Ruedas,Ruedas,1.45,55.0,154.39
2005080,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.6,45.0,31.67
2005081,1,S005,Aire acondicionado,Climatización,Climatización,2.27,59.85,216.48
2005081,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.73,47.25,21.46
2005082,1,S006,ITV precheck,Inspección,Inspección,1.11,47.25,15.35
2005083,1,S004,Batería,Electricidad,Electricidad,0.81,52.5,91.93
2005084,1,S004,Batería,Electricidad,Electricidad,0.62,55.12,127.88
2005084,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.17,63.0,29.2
2005084,3,S003,Discos freno,Frenos,Frenos,1.78,60.64,90.72
2005085,1,S002,Pastillas freno,Frenos,Frenos,1.35,50.0,64.36
2005086,1,S003,Discos freno,Frenos,Frenos,1.83,54.86,109.57
2005086,2,S004,Batería,Electricidad,Electricidad,0.56,55.12,124.77
2005087,1,S004,Batería,Electricidad,Electricidad,0.78,55.12,125.47
2005087,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.58,44.89,30.28
2005088,1,S007,Neumáticos,Ruedas,Ruedas,1.48,52.25,347.02
2005089,1,S006,ITV precheck,Inspección,Inspección,0.84,42.75,0.15
2005090,1,S003,Discos freno,Frenos,Frenos,1.93,60.64,90.71
2005090,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.78,49.61,22.72
2005091,1,S003,Discos freno,Frenos,Frenos,1.8,57.75,106.45
2005092,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.94,42.75,23.36
2005093,1,S003,Discos freno,Frenos,Frenos,1.65,57.75,126.78
2005094,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.19,59.85,12.7
2005094,2,S007,Neumáticos,Ruedas,Ruedas,1.26,57.75,251.01
2005095,1,S002,Pastillas freno,Frenos,Frenos,1.33,55.12,82.3
2005095,2,S004,Batería,Electricidad,Electricidad,1.11,49.88,164.15
2005096,1,S005,Aire acondicionado,Climatización,Climatización,1.64,60.0,163.54
2005097,1,S002,Pastillas freno,Frenos,Frenos,1.01,52.5,44.24
2005097,2,S004,Batería,Electricidad,Electricidad,0.57,52.5,179.71
2005098,1,S004,Batería,Electricidad,Electricidad,0.9,50.0,137.46
2005099,1,S004,Batería,Electricidad,Electricidad,0.78,52.5,104.44
2005099,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.88,45.0,17.96
2005100,1,S002,Pastillas freno,Frenos,Frenos,1.2,52.5,44.56
2005101,1,S003,Discos freno,Frenos,Frenos,1.82,55.0,112.64
2005102,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.98,42.75,26.02
2005102,2,S005,Aire acondicionado,Climatización,Climatización,2.19,57.0,134.63
2005103,1,S004,Batería,Electricidad,Electricidad,0.3,52.5,115.54
2005104,1,S006,ITV precheck,Inspección,Inspección,0.88,49.61,7.44
2005105,1,S004,Batería,Electricidad,Electricidad,0.56,52.5,113.84
2005105,2,S002,Pastillas freno,Frenos,Frenos,0.95,52.5,45.65
2005106,1,S002,Pastillas freno,Frenos,Frenos,1.3,47.5,69.02
2005106,2,S003,Discos freno,Frenos,Frenos,1.96,55.0,111.53
2005107,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.74,60.0,41.73
2005108,1,S007,Neumáticos,Ruedas,Ruedas,1.28,57.75,345.24
2005108,2,S003,Discos freno,Frenos,Frenos,1.62,57.75,120.11
2005108,3,S005,Aire acondicionado,Climatización,Climatización,1.95,66.15,175.26
2005109,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.98,47.25,35.49
2005110,1,S002,Pastillas freno,Frenos,Frenos,1.09,50.0,43.78
2005111,1,S002,Pastillas freno,Frenos,Frenos,1.19,52.5,54.32
2005111,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.33,45.0,18.35
2005112,1,S003,Discos freno,Frenos,Frenos,1.79,55.0,153.58
2005112,2,S006,ITV precheck,Inspección,Inspección,0.95,47.25,6.11
2005113,1,S004,Batería,Electricidad,Electricidad,0.93,49.88,178.36
2005114,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.79,47.25,27.24
2005115,1,S006,ITV precheck,Inspección,Inspección,0.66,47.25,10.86
2005116,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.13,47.25,18.76
2005117,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.56,47.25,38.48
2005118,1,S003,Discos freno,Frenos,Frenos,1.76,57.75,144.2
2005119,1,S003,Discos freno,Frenos,Frenos,1.76,57.75,86.18
2005120,1,S002,Pastillas freno,Frenos,Frenos,1.02,52.5,44.0
2005121,1,S003,Discos freno,Frenos,Frenos,1.79,57.75,139.91
2005121,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.88,49.61,18.44
2005122,1,S005,Aire acondicionado,Climatización,Climatización,1.72,63.0,169.14
2005122,2,S007,Neumáticos,Ruedas,Ruedas,1.76,57.75,141.73
2005123,1,S007,Neumáticos,Ruedas,Ruedas,1.52,54.86,319.46
2005123,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.87,59.85,31.29
2005124,1,S003,Discos freno,Frenos,Frenos,1.65,60.64,80.63
2005124,2,S005,Aire acondicionado,Climatización,Climatización,1.72,59.85,220.11
2005124,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.93,49.61,18.17
2005125,1,S006,ITV precheck,Inspección,Inspección,1.12,45.0,17.85
2005125,2,S004,Batería,Electricidad,Electricidad,0.99,50.0,164.38
2005125,3,S007,Neumáticos,Ruedas,Ruedas,1.37,55.0,318.07
2005126,1,S002,Pastillas freno,Frenos,Frenos,0.92,50.0,34.16
2005127,1,S007,Neumáticos,Ruedas,Ruedas,1.59,52.25,223.82
2005127,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.2,63.0,7.81
2005128,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.91,57.0,37.8
2005128,2,S004,Batería,Electricidad,Electricidad,0.33,52.5,148.99
2005129,1,S003,Discos freno,Frenos,Frenos,1.59,54.86,154.7
2005130,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.98,44.89,16.32
2005131,1,S006,ITV precheck,Inspección,Inspección,1.24,47.25,6.06
2005132,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.98,42.75,32.87
2005133,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.84,45.0,34.95
2005133,2,S007,Neumáticos,Ruedas,Ruedas,1.19,55.0,271.28
2005134,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.68,45.0,37.84
2005135,1,S002,Pastillas freno,Frenos,Frenos,1.3,50.0,79.38
2005136,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.12,60.0,37.72
2005137,1,S007,Neumáticos,Ruedas,Ruedas,1.12,52.25,241.28
2005137,2,S006,ITV precheck,Inspección,Inspección,0.41,45.0,12.48
2005137,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.06,60.0,50.93
2005138,1,S006,ITV precheck,Inspección,Inspección,0.84,45.0,17.75
2005139,1,S002,Pastillas freno,Frenos,Frenos,1.14,47.5,37.72
2005139,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.07,57.0,32.73
2005140,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.13,57.0,22.63
2005140,2,S005,Aire acondicionado,Climatización,Climatización,1.74,60.0,178.23
2005141,1,S007,Neumáticos,Ruedas,Ruedas,1.21,55.0,307.33
2005142,1,S007,Neumáticos,Ruedas,Ruedas,1.85,55.0,331.3
2005142,2,S006,ITV precheck,Inspección,Inspección,0.9,45.0,13.76
2005143,1,S006,ITV precheck,Inspección,Inspección,0.83,42.75,14.63
2005144,1,S003,Discos freno,Frenos,Frenos,1.43,54.86,152.16
2005144,2,S005,Aire acondicionado,Climatización,Climatización,1.86,63.0,191.23
2005144,3,S006,ITV precheck,Inspección,Inspección,1.56,47.25,8.31
2005145,1,S006,ITV precheck,Inspección,Inspección,1.0,44.89,15.81
2005146,1,S003,Discos freno,Frenos,Frenos,1.89,57.75,158.05
2005147,1,S007,Neumáticos,Ruedas,Ruedas,1.69,57.75,210.49
2005147,2,S002,Pastillas freno,Frenos,Frenos,1.61,49.88,32.98
2005148,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.6,47.25,31.98
2005148,2,S007,Neumáticos,Ruedas,Ruedas,1.72,55.0,231.66
2005149,1,S005,Aire acondicionado,Climatización,Climatización,2.03,57.0,226.52
2005149,2,S003,Discos freno,Frenos,Frenos,1.73,57.75,149.29
2005150,1,S002,Pastillas freno,Frenos,Frenos,1.12,50.0,86.77
2005151,1,S002,Pastillas freno,Frenos,Frenos,1.25,52.5,64.96
2005151,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.38,60.0,50.11
2005152,1,S003,Discos freno,Frenos,Frenos,1.96,52.25,151.91
2005153,1,S004,Batería,Electricidad,Electricidad,0.62,52.5,127.11
2005153,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.75,60.0,28.03
2005154,1,S004,Batería,Electricidad,Electricidad,1.2,55.12,153.04
2005155,1,S004,Batería,Electricidad,Electricidad,0.89,52.5,142.04
2005155,2,S002,Pastillas freno,Frenos,Frenos,1.32,52.5,72.47
2005155,3,S006,ITV precheck,Inspección,Inspección,1.13,47.25,2.96
2005156,1,S006,ITV precheck,Inspección,Inspección,0.95,49.61,4.47
2005157,1,S003,Discos freno,Frenos,Frenos,1.83,57.75,104.06
2005157,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.29,49.61,24.58
2005158,1,S003,Discos freno,Frenos,Frenos,1.67,54.86,75.94
2005159,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.99,63.0,14.29
2005160,1,S003,Discos freno,Frenos,Frenos,1.77,55.0,155.21
