ParteID,Fecha,PlantaID,TecnicoID,EquipoID,IncidenciaID,SeveridadID,AccionID,Horas,CosteHora,MaterialCoste,ParadaMin
20005054,2024-06-22,PL02,T001,E0047,I06,S1,A05,1.58,60,7.5,0
20005055,2024-06-22,PL03,T002,E0069,I06,S4,A02,0.95,60,129.31,114
20005056,2024-06-22,PL01,T001,E0016,I06,S2,A03,2.34,60,29.35,0
20005057,2024-06-22,PL03,T002,E0063,I04,S2,A04,1.53,60,125.84,55
20005058,2024-06-22,PL02,T006,E0041,I06,S1,A06,1.38,32,0.82,0
20005059,2024-06-23,PL04,T002,E0073,I06,S4,A02,1.84,60,289.75,103
20005060,2024-06-23,PL03,T002,E0067,I04,S1,A06,1.55,60,20.3,0
20005061,2024-06-23,PL02,T004,E0030,I03,S1,A04,2.0,45,133.54,0
20005062,2024-06-23,PL05,T004,E0104,I03,S2,A03,2.33,45,30.21,0
20005063,2024-06-23,PL01,T006,E0019,I05,S1,A04,0.45,32,73.24,0
20005064,2024-06-23,PL05,T003,E0091,I02,S3,A04,0.77,45,249.49,0
20005065,2024-06-23,PL05,T003,E0102,I03,S4,A01,2.5,45,375.47,125
20005066,2024-06-23,PL01,T001,E0011,I06,S2,A01,1.24,60,195.13,36
20005067,2024-06-23,PL04,T003,E0074,I06,S2,A06,0.25,45,17.45,0
20005068,2024-06-24,PL04,T002,E0084,I02,S1,A03,1.69,60,13.68,0
20005069,2024-06-24,PL01,T001,E0013,I01,S2,A04,1.55,60,206.11,54
20005070,2024-06-24,PL01,T003,E0020,I07,S1,A03,1.38,45,26.46,0
20005071,2024-06-24,PL02,T001,E0028,I04,S2,A01,1.01,60,235.16,16
20005072,2024-06-24,PL02,T006,E0039,I02,S1,A04,1.14,32,107.45,0
20005073,2024-06-24,PL02,T002,E0036,I06,S1,A05,0.68,60,18.75,0
20005074,2024-06-24,PL03,T003,E0070,I04,S2,A04,1.03,45,63.25,0
20005075,2024-06-24,PL01,T003,E0004,I02,S2,A06,2.21,45,38.55,0
20005076,2024-06-24,PL02,T003,E0025,I05,S2,A03,1.41,45,37.0,0
20005077,2024-06-24,PL02,T001,E0027,I01,S3,A02,1.66,60,218.6,160
20005078,2024-06-24,PL03,T003,E0065,I02,S1,A05,1.83,45,19.72,0
20005079,2024-06-24,PL05,T006,E0100,I04,S2,A02,1.36,32,234.19,0
20005080,2024-06-24,PL05,T003,E0101,I07,S1,A06,0.82,45,5.93,0
20005081,2024-06-24,PL03,T006,E0059,I01,S3,A03,2.74,32,3.9,95
20005082,2024-06-24,PL01,T001,E0022,I04,S3,A03,0.34,60,43.92,136
20005083,2024-06-24,PL04,T002,E0080,I06,S1,A01,2.1,60,76.97,0
20005084,2024-06-24,PL05,T004,E0106,I02,S1,A06,0.27,45,9.56,0
20005085,2024-06-24,PL01,T004,E0003,I03,S1,A06,0.25,45,23.93,0
20005086,2024-06-25,PL05,T004,E0095,I01,S1,A02,0.52,45,152.57,0
20005087,2024-06-25,PL01,T004,E0011,I02,S1,A04,1.04,45,89.85,0
20005088,2024-06-25,PL04,T002,E0080,I07,S1,A02,0.75,60,103.1,0
20005089,2024-06-25,PL05,T003,E0108,I07,S3,A04,1.99,45,148.75,17
20005090,2024-06-25,PL02,T003,E0047,I01,S1,A02,1.09,45,97.95,0
20005091,2024-06-25,PL04,T006,E0076,I06,S4,A05,1.34,32,31.13,168
20005092,2024-06-25,PL04,T002,E0079,I02,S1,A02,0.52,60,40.38,0
20005093,2024-06-25,PL02,T002,E0040,I01,S3,A06,4.12,60,34.34,40
20005094,2024-06-25,PL03,T005,E0072,I08,S1,A02,1.59,32,18.43,0
20005095,2024-06-25,PL02,T003,E0041,I01,S3,A02,2.78,45,215.93,0
20005096,2024-06-26,PL01,T003,E0020,I01,S2,A05,1.99,45,38.76,0
20005097,2024-06-26,PL02,T003,E0048,I01,S1,A06,1.25,45,23.67,0
20005098,2024-06-26,PL01,T005,E0007,I06,S3,A03,3.05,32,32.48,92
20005099,2024-06-26,PL05,T005,E0099,I04,S1,A06,0.59,32,34.25,0
20005100,2024-06-26,PL03,T003,E0069,I08,S2,A01,1.83,45,73.84,29
20005101,2024-06-26,PL03,T001,E0062,I03,S1,A02,1.15,60,20.02,0
20005102,2024-06-26,PL03,T001,E0052,I05,S3,A06,1.88,60,35.7,52
20005103,2024-06-26,PL01,T004,E0014,I06,S2,A03,1.77,45,32.15,0
20005104,2024-06-26,PL04,T004,E0084,I01,S2,A04,0.95,45,179.32,0
20005105,2024-06-26,PL03,T002,E0053,I08,S3,A01,0.57,60,169.04,0
20005106,2024-06-26,PL04,T001,E0076,I02,S1,A02,0.99,60,88.16,0
20005107,2024-06-26,PL01,T004,E0017,I07,S2,A03,0.53,45,4.79,0
20005108,2024-06-26,PL03,T001,E0071,I02,S1,A04,0.99,60,91.32,0
20005109,2024-06-27,PL02,T005,E0035,I07,S3,A02,1.47,32,81.77,56
20005110,2024-06-27,PL05,T002,E0098,I06,S1,A01,2.12,60,59.19,0
20005111,2024-06-27,PL01,T002,E0007,I06,S4,A03,0.44,60,18.71,155
20005112,2024-06-27,PL04,T003,E0085,I05,S1,A02,1.21,45,74.12,0
20005113,2024-06-27,PL03,T002,E0054,I08,S1,A04,0.74,60,79.65,0
20005114,2024-06-27,PL04,T002,E0080,I06,S1,A06,0.87,60,14.24,0
20005115,2024-06-27,PL01,T006,E0024,I05,S4,A01,0.71,32,312.99,0
20005116,2024-06-27,PL03,T002,E0064,I06,S1,A04,1.56,60,118.19,0
20005117,2024-06-27,PL05,T005,E0096,I03,S2,A04,2.43,32,95.12,0
20005118,2024-06-27,PL02,T004,E0025,I07,S2,A04,2.04,45,27.3,0
20005119,2024-06-27,PL01,T005,E0008,I08,S2,A06,0.25,32,27.6,42
20005120,2024-06-28,PL01,T004,E0015,I06,S1,A05,1.72,45,18.5,0
20005121,2024-06-28,PL03,T004,E0060,I05,S1,A03,2.51,45,5.42,0
20005122,2024-06-28,PL03,T006,E0052,I02,S1,A06,2.26,32,20.0,0
20005123,2024-06-28,PL03,T003,E0065,I07,S2,A06,2.48,45,4.4,0
20005124,2024-06-28,PL03,T006,E0070,I01,S1,A06,0.68,32,1.74,0
20005125,2024-06-28,PL03,T001,E0051,I01,S3,A06,3.85,60,10.7,97
20005126,2024-06-28,PL01,T004,E0020,I01,S4,A02,1.39,45,71.86,201
20005127,2024-06-28,PL03,T002,E0050,I06,S2,A03,2.32,60,36.55,0
20005128,2024-06-28,PL05,T005,E0099,I07,S2,A04,1.65,32,218.04,5
20005129,2024-06-29,PL01,T003,E0016,I08,S1,A05,0.78,45,25.6,0
20005130,2024-06-29,PL05,T002,E0103,I01,S2,A06,1.83,60,20.25,5
20005131,2024-06-29,PL04,T006,E0083,I05,S2,A03,0.25,32,25.26,0
20005132,2024-06-29,PL02,T004,E0037,I04,S2,A06,1.73,45,9.06,0
20005133,2024-06-29,PL05,T001,E0094,I02,S2,A01,2.19,60,122.54,0
20005134,2024-06-29,PL03,T002,E0052,I06,S1,A04,0.25,60,140.09,0
20005135,2024-06-29,PL03,T005,E0054,I08,S4,A04,2.05,32,119.6,0
20005136,2024-06-30,PL02,T004,E0039,I08,S1,A02,2.18,45,11.95,0
20005137,2024-06-30,PL01,T003,E0022,I07,S3,A01,0.87,45,145.1,144
20005138,2024-06-30,PL01,T006,E0017,I04,S3,A01,2.85,32,125.21,103
20005139,2024-07-01,PL05,T004,E0105,I08,S1,A01,1.11,45,11.54,0
20005140,2024-07-01,PL04,T003,E0076,I06,S2,A06,1.43,45,6.3,0
20005141,2024-07-01,PL05,T004,E0102,I05,S1,A02,1.47,45,172.88,0
20005142,2024-07-01,PL05,T004,E0102,I06,S1,A04,1.07,45,75.62,0
20005143,2024-07-01,PL03,T003,E0054,I07,S2,A02,0.79,45,176.26,0
20005144,2024-07-01,PL03,T001,E0050,I03,S2,A01,2.19,60,41.08,0
20005145,2024-07-01,PL02,T001,E0032,I08,S2,A06,0.7,60,29.05,64
20005146,2024-07-01,PL03,T005,E0055,I04,S1,A05,0.25,32,26.16,0
20005147,2024-07-01,PL01,T003,E0023,I07,S3,A02,3.28,45,260.57,90
20005148,2024-07-01,PL05,T005,E0101,I01,S3,A03,0.5,32,3.27,152
20005149,2024-07-01,PL01,T003,E0016,I04,S3,A05,3.09,45,14.77,82
20005150,2024-07-01,PL01,T001,E0022,I08,S1,A04,0.92,60,45.93,0
20005151,2024-07-02,PL04,T001,E0077,I04,S1,A06,0.83,60,27.09,0
20005152,2024-07-02,PL03,T003,E0055,I04,S3,A06,2.0,45,15.41,80
20005153,2024-07-02,PL04,T001,E0077,I05,S3,A01,1.54,60,105.14,110
20005154,2024-07-02,PL03,T003,E0066,I02,S2,A02,1.11,45,22.24,0
20005155,2024-07-02,PL02,T003,E0026,I03,S1,A06,1.35,45,24.46,0
20005156,2024-07-02,PL03,T004,E0069,I05,S1,A06,1.18,45,9.35,0
20005157,2024-07-02,PL05,T001,E0093,I07,S3,A04,1.61,60,220.36,0
20005158,2024-07-02,PL02,T004,E0040,I07,S2,A06,1.41,45,28.7,0
20005159,2024-07-02,PL01,T004,E0016,I08,S1,A01,1.22,45,73.32,0
20005160,2024-07-02,PL02,T002,E0030,I04,S2,A03,1.16,60,27.49,0
20005161,2024-07-03,PL01,T004,E0005,I07,S4,A03,4.01,45,28.66,138
20005162,2024-07-03,PL04,T001,E0075,I06,S3,A05,2.62,60,33.97,152
20005163,2024-07-03,PL04,T002,E0081,I01,S1,A01,1.15,60,51.53,0
20005164,2024-07-03,PL05,T005,E0097,I08,S4,A02,1.19,32,72.77,79
20005165,2024-07-03,PL04,T001,E0085,I02,S2,A03,2.53,60,5.64,34
20005166,2024-07-03,PL03,T005,E0066,I04,S2,A06,1.68,32,31.77,60
20005167,2024-07-03,PL02,T006,E0025,I08,S2,A04,1.53,32,196.16,18
20005168,2024-07-03,PL02,T006,E0047,I06,S2,A04,0.41,32,202.1,0
20005169,2024-07-03,PL05,T004,E0105,I07,S1,A06,1.41,45,24.85,0
20005170,2024-07-03,PL01,T004,E0018,I02,S3,A05,0.86,45,26.17,0
20005171,2024-07-03,PL03,T003,E0072,I07,S1,A06,1.3,45,31.95,0
20005172,2024-07-03,PL03,T001,E0057,I04,S1,A03,0.68,60,0.27,0
20005173,2024-07-03,PL05,T001,E0096,I02,S1,A06,0.76,60,13.81,0
20005174,2024-07-03,PL04,T005,E0088,I01,S2,A04,0.97,32,142.59,0
20005175,2024-07-03,PL03,T001,E0070,I02,S1,A02,0.25,60,107.9,0
20005176,2024-07-04,PL02,T006,E0046,I01,S1,A03,2.22,32,29.73,0
20005177,2024-07-04,PL02,T004,E0029,I03,S1,A06,1.44,45,10.9,0
20005178,2024-07-04,PL02,T005,E0040,I01,S1,A01,0.25,32,86.41,0
20005179,2024-07-04,PL02,T001,E0044,I07,S1,A04,0.97,60,9.66,0
20005180,2024-07-04,PL01,T001,E0019,I03,S3,A04,2.57,60,210.38,95
20005181,2024-07-04,PL04,T003,E0074,I08,S1,A04,1.55,45,28.49,0
20005182,2024-07-04,PL03,T006,E0058,I01,S1,A01,1.89,32,24.68,0
20005183,2024-07-04,PL02,T002,E0032,I04,S1,A05,1.66,60,27.91,0
20005184,2024-07-04,PL04,T004,E0089,I02,S1,A05,1.71,45,4.21,0
20005185,2024-07-04,PL04,T002,E0079,I08,S2,A04,2.76,60,64.48,34
20005186,2024-07-04,PL02,T006,E0038,I06,S2,A05,1.24,32,17.46,0
20005187,2024-07-04,PL03,T002,E0058,I02,S3,A02,2.43,60,97.74,206
20005188,2024-07-04,PL04,T004,E0088,I05,S3,A02,1.44,45,252.71,72
20005189,2024-07-05,PL04,T002,E0084,I04,S3,A02,1.9,60,255.32,99
20005190,2024-07-05,PL04,T005,E0074,I03,S2,A03,1.34,32,23.23,28
20005191,2024-07-05,PL05,T005,E0101,I02,S1,A02,1.56,32,91.07,0
20005192,2024-07-05,PL04,T001,E0075,I03,S2,A06,2.53,60,7.95,0
20005193,2024-07-05,PL05,T002,E0093,I04,S2,A05,0.67,60,14.64,0
20005194,2024-07-05,PL02,T006,E0042,I07,S1,A02,0.57,32,67.64,0
20005195,2024-07-05,PL03,T006,E0052,I07,S2,A02,0.48,32,207.91,0
20005196,2024-07-06,PL04,T005,E0087,I04,S2,A02,0.58,32,71.86,0
20005197,2024-07-06,PL04,T001,E0086,I04,S2,A06,1.15,60,35.02,35
20005198,2024-07-06,PL05,T001,E0098,I02,S1,A05,0.86,60,22.09,0
20005199,2024-07-06,PL02,T005,E0046,I08,S1,A06,0.25,32,1.2,0
20005200,2024-07-06,PL05,T001,E0106,I07,S2,A03,2.02,60,22.78,0
20005201,2024-07-07,PL04,T006,E0078,I08,S4,A05,0.44,32,43.34,100
20005202,2024-07-07,PL01,T006,E0010,I01,S3,A04,1.07,32,227.35,107
20005203,2024-07-07,PL03,T003,E0056,I01,S3,A04,1.4,45,184.08,52
20005204,2024-07-07,PL04,T005,E0088,I08,S1,A03,1.86,32,26.09,0
20005205,2024-07-07,PL01,T004,E0008,I08,S1,A06,0.95,45,15.82,0
20005206,2024-07-07,PL04,T004,E0080,I01,S3,A02,1.08,45,68.87,0
20005207,2024-07-07,PL05,T005,E0102,I05,S1,A04,1.08,32,132.23,0
20005208,2024-07-07,PL01,T004,E0002,I06,S1,A03,0.43,45,1.8,0
20005209,2024-07-07,PL02,T001,E0031,I03,S1,A06,1.82,60,26.97,0
20005210,2024-07-07,PL01,T002,E0007,I05,S1,A04,0.25,60,183.0,0
20005211,2024-07-08,PL04,T002,E0087,I06,S1,A01,0.5,60,150.05,0
20005212,2024-07-08,PL01,T006,E0006,I08,S4,A01,2.54,32,275.01,132
20005213,2024-07-08,PL01,T004,E0019,I04,S3,A05,0.72,45,43.06,133
20005214,2024-07-08,PL02,T002,E0027,I04,S1,A05,1.28,60,5.06,0
20005215,2024-07-08,PL03,T006,E0049,I06,S1,A04,0.25,32,106.38,0
20005216,2024-07-08,PL04,T006,E0074,I03,S3,A03,2.35,32,55.44,49
20005217,2024-07-08,PL04,T003,E0085,I07,S2,A01,1.23,45,120.14,0
20005218,2024-07-09,PL02,T005,E0035,I04,S1,A05,0.9,32,17.88,0
20005219,2024-07-09,PL02,T005,E0047,I06,S2,A06,1.88,32,35.91,11
20005220,2024-07-09,PL04,T003,E0074,I04,S3,A03,0.46,45,28.24,26
20005221,2024-07-09,PL05,T003,E0099,I01,S2,A01,2.56,45,163.25,0
20005222,2024-07-09,PL02,T001,E0043,I04,S3,A04,1.01,60,33.75,0
20005223,2024-07-09,PL01,T002,E0017,I05,S1,A06,1.61,60,14.59,0
20005224,2024-07-09,PL03,T005,E0059,I06,S4,A05,1.88,32,33.11,88
20005225,2024-07-09,PL02,T002,E0033,I02,S3,A05,3.7,60,39.64,96
20005226,2024-07-09,PL02,T006,E0027,I03,S1,A05,1.93,32,16.8,0
20005227,2024-07-09,PL04,T003,E0083,I08,S3,A02,1.82,45,265.6,107
20005228,2024-07-09,PL05,T006,E0091,I08,S2,A06,1.61,32,14.95,36
20005229,2024-07-09,PL03,T001,E0064,I01,S1,A05,1.11,60,4.2,0
20005230,2024-07-10,PL05,T001,E0104,I07,S2,A03,1.32,60,28.61,41
20005231,2024-07-10,PL02,T002,E0043,I04,S2,A03,1.68,60,36.08,0
20005232,2024-07-10,PL01,T002,E0019,I07,S4,A05,3.76,60,15.3,151
20005233,2024-07-10,PL02,T003,E0039,I03,S2,A05,1.0,45,34.34,31
20005234,2024-07-10,PL01,T001,E0016,I03,S1,A02,1.92,60,22.54,0
20005235,2024-07-10,PL03,T004,E0057,I02,S2,A03,1.87,45,4.44,54
20005236,2024-07-10,PL04,T001,E0075,I07,S1,A05,1.02,60,4.09,0
20005237,2024-07-10,PL03,T002,E0054,I02,S3,A04,2.14,60,169.82,0
20005238,2024-07-11,PL03,T005,E0065,I02,S1,A03,1.1,32,22.98,0
20005239,2024-07-11,PL04,T004,E0086,I02,S2,A03,0.35,45,20.64,0
20005240,2024-07-11,PL04,T004,E0077,I04,S2,A03,1.91,45,34.1,21
20005241,2024-07-11,PL02,T001,E0026,I08,S1,A01,0.87,60,162.19,0
20005242,2024-07-11,PL01,T006,E0010,I07,S2,A02,1.65,32,138.48,0
20005243,2024-07-11,PL02,T004,E0048,I07,S2,A06,2.1,45,2.83,0
20005244,2024-07-11,PL05,T006,E0099,I06,S1,A06,1.0,32,6.71,0
20005245,2024-07-11,PL01,T003,E0005,I06,S2,A03,1.56,45,27.79,44
20005246,2024-07-11,PL02,T001,E0038,I07,S3,A02,1.75,60,30.32,0
20005247,2024-07-11,PL03,T005,E0049,I05,S3,A02,1.25,32,98.42,0
20005248,2024-07-11,PL05,T003,E0102,I08,S3,A04,0.67,45,59.06,104
20005249,2024-07-11,PL02,T002,E0034,I05,S4,A01,3.69,60,111.34,79
20005250,2024-07-11,PL05,T004,E0108,I06,S2,A06,0.85,45,20.08,0
20005251,2024-07-11,PL01,T005,E0011,I07,S3,A06,0.96,32,29.72,136
20005252,2024-07-11,PL04,T006,E0090,I04,S4,A05,3.14,32,19.64,130
20005253,2024-07-12,PL03,T005,E0066,I05,S4,A01,4.16,32,217.41,145
20005254,2024-07-12,PL01,T003,E0001,I07,S2,A04,1.83,45,20.68,0
20005255,2024-07-12,PL02,T003,E0029,I07,S1,A04,1.15,45,89.44,0
20005256,2024-07-12,PL02,T004,E0040,I08,S2,A03,1.16,45,34.34,0
20005257,2024-07-12,PL01,T005,E0004,I02,S2,A03,1.53,32,36.04,28
20005258,2024-07-12,PL04,T004,E0079,I03,S3,A05,2.22,45,20.23,60
20005259,2024-07-12,PL05,T002,E0092,I04,S1,A05,1.72,60,23.56,0
20005260,2024-07-12,PL04,T004,E0079,I07,S3,A05,2.02,45,27.8,108
20005261,2024-07-12,PL03,T002,E0065,I03,S2,A05,2.79,60,33.58,0
20005262,2024-07-12,PL03,T006,E0068,I03,S1,A02,1.65,32,164.75,0
20005263,2024-07-12,PL02,T006,E0028,I03,S1,A02,1.24,32,103.21,0
20005264,2024-07-12,PL01,T003,E0007,I04,S1,A03,1.02,45,17.76,0
20005265,2024-07-12,PL01,T006,E0016,I08,S3,A01,1.6,32,134.22,133
20005266,2024-07-12,PL03,T002,E0057,I02,S1,A02,0.67,60,35.46,0
20005267,2024-07-13,PL01,T004,E0003,I02,S1,A06,0.29,45,4.79,0
20005268,2024-07-13,PL01,T002,E0011,I06,S2,A05,1.95,60,2.73,59
20005269,2024-07-13,PL05,T003,E0106,I03,S1,A04,0.49,45,138.23,0
20005270,2024-07-13,PL05,T002,E0102,I04,S3,A05,2.05,60,17.44,127
20005271,2024-07-13,PL03,T004,E0053,I01,S1,A03,0.25,45,22.77,0
20005272,2024-07-13,PL04,T006,E0079,I01,S1,A03,0.59,32,1.01,0
20005273,2024-07-13,PL01,T003,E0005,I06,S3,A05,1.59,45,12.26,133
20005274,2024-07-13,PL02,T006,E0027,I05,S2,A03,1.75,32,25.03,0
20005275,2024-07-13,PL03,T003,E0062,I01,S4,A06,2.47,45,34.64,100
20005276,2024-07-13,PL03,T003,E0061,I08,S2,A04,0.25,45,182.29,5
20005277,2024-07-13,PL05,T001,E0103,I03,S2,A05,1.54,60,22.53,0
20005278,2024-07-14,PL02,T004,E0042,I03,S2,A03,2.49,45,32.61,0
20005279,2024-07-14,PL04,T004,E0080,I03,S1,A06,1.32,45,27.75,0
20005280,2024-07-14,PL05,T005,E0095,I03,S2,A05,1.28,32,12.55,0
20005281,2024-07-14,PL02,T006,E0039,I03,S2,A05,1.14,32,26.12,17
20005282,2024-07-14,PL01,T003,E0010,I01,S1,A03,0.85,45,30.59,0
20005283,2024-07-14,PL05,T006,E0106,I08,S3,A01,2.75,32,221.23,106
20005284,2024-07-14,PL01,T003,E0014,I06,S1,A02,1.27,45,62.05,0
20005285,2024-07-14,PL01,T001,E0023,I05,S3,A03,4.38,60,15.24,79
20005286,2024-07-14,PL01,T006,E0002,I08,S1,A02,1.94,32,15.37,0
20005287,2024-07-15,PL01,T005,E0015,I07,S3,A06,0.55,32,11.22,65
20005288,2024-07-15,PL04,T006,E0086,I08,S1,A02,0.95,32,191.88,0
20005289,2024-07-15,PL04,T003,E0088,I08,S2,A06,1.73,45,21.09,80
20005290,2024-07-15,PL04,T005,E0086,I04,S2,A06,1.24,32,33.35,0
20005291,2024-07-15,PL04,T006,E0078,I02,S2,A03,1.74,32,6.51,0
20005292,2024-07-15,PL03,T006,E0066,I01,S3,A06,2.7,32,32.16,110
20005293,2024-07-15,PL01,T005,E0002,I02,S1,A06,1.66,32,3.6,0
20005294,2024-07-15,PL05,T001,E0108,I01,S1,A03,0.25,60,15.52,0
20005295,2024-07-15,PL02,T003,E0027,I03,S1,A02,0.61,45,82.03,0
20005296,2024-07-15,PL03,T005,E0052,I06,S1,A06,1.16,32,8.82,0
20005297,2024-07-15,PL02,T005,E0047,I03,S1,A03,1.42,32,12.06,0
20005298,2024-07-15,PL01,T004,E0010,I01,S1,A06,1.09,45,27.88,0
20005299,2024-07-16,PL04,T003,E0073,I03,S1,A05,0.25,45,26.33,0
20005300,2024-07-16,PL03,T002,E0069,I02,S2,A02,1.03,60,178.52,0
20005301,2024-07-16,PL05,T004,E0100,I07,S1,A05,0.89,45,3.76,0
20005302,2024-07-16,PL02,T004,E0042,I03,S2,A02,0.37,45,42.35,33
20005303,2024-07-16,PL04,T002,E0075,I01,S1,A01,1.06,60,23.89,0
20005304,2024-07-16,PL03,T001,E0067,I04,S3,A02,2.33,60,212.57,83
20005305,2024-07-16,PL05,T002,E0101,I05,S1,A05,1.57,60,31.9,0
20005306,2024-07-16,PL02,T004,E0043,I04,S3,A06,0.39,45,34.0,0
20005307,2024-07-17,PL02,T005,E0043,I05,S3,A01,1.9,32,262.32,107
20005308,2024-07-17,PL03,T006,E0052,I03,S1,A04,0.97,32,185.94,0
20005309,2024-07-17,PL05,T005,E0103,I05,S2,A05,1.36,32,2.25,74
20005310,2024-07-17,PL05,T006,E0094,I08,S1,A01,0.38,32,23.04,0
20005311,2024-07-17,PL01,T004,E0008,I01,S1,A02,1.94,45,145.08,0
20005312,2024-07-17,PL02,T004,E0029,I03,S2,A01,1.7,45,147.48,0
20005313,2024-07-17,PL01,T001,E0021,I06,S4,A01,2.74,60,161.93,128
20005314,2024-07-17,PL04,T001,E0076,I03,S2,A06,1.25,60,23.5,0
20005315,2024-07-17,PL04,T004,E0077,I02,S1,A06,1.48,45,17.96,0
20005316,2024-07-18,PL04,T004,E0082,I07,S2,A04,2.4,45,172.05,50
20005317,2024-07-18,PL05,T006,E0101,I06,S3,A05,1.96,32,20.48,67
20005318,2024-07-18,PL05,T003,E0097,I04,S1,A01,1.17,45,115.81,0
20005319,2024-07-18,PL01,T005,E0023,I04,S3,A03,1.15,32,49.03,78
20005320,2024-07-18,PL05,T003,E0100,I08,S1,A05,1.62,45,2.99,0
20005321,2024-07-18,PL05,T002,E0092,I04,S2,A05,0.99,60,7.01,43
20005322,2024-07-18,PL01,T002,E0015,I04,S3,A01,0.62,60,80.46,0
20005323,2024-07-18,PL03,T006,E0052,I03,S3,A05,2.93,32,46.64,89
20005324,2024-07-18,PL04,T004,E0081,I07,S3,A01,1.24,45,174.64,89
20005325,2024-07-18,PL01,T005,E0014,I03,S3,A01,0.63,32,107.75,59
20005326,2024-07-19,PL02,T002,E0045,I05,S1,A05,1.13,60,12.96,0
20005327,2024-07-19,PL03,T004,E0067,I05,S3,A03,1.43,45,4.19,109
20005328,2024-07-19,PL03,T006,E0058,I05,S1,A03,0.53,32,0.49,0
20005329,2024-07-19,PL01,T005,E0003,I08,S1,A04,0.35,32,33.53,0
20005330,2024-07-19,PL03,T003,E0061,I07,S3,A03,1.98,45,0.49,100
20005331,2024-07-19,PL02,T001,E0045,I03,S1,A02,1.86,60,138.81,0
20005332,2024-07-19,PL01,T004,E0008,I06,S2,A01,2.6,45,112.88,0
20005333,2024-07-19,PL04,T002,E0082,I03,S1,A01,1.24,60,149.26,0
20005334,2024-07-19,PL01,T006,E0009,I06,S1,A01,0.82,32,16.87,0
20005335,2024-07-20,PL03,T003,E0069,I02,S1,A06,0.25,45,7.51,0
20005336,2024-07-20,PL05,T001,E0092,I03,S1,A04,1.22,60,50.73,0
20005337,2024-07-20,PL01,T001,E0015,I08,S1,A01,0.84,60,117.2,0
20005338,2024-07-20,PL04,T003,E0086,I07,S2,A05,1.37,45,34.56,61
20005339,2024-07-20,PL02,T005,E0026,I02,S2,A04,0.75,32,18.79,0
20005340,2024-07-20,PL03,T005,E0052,I03,S3,A01,2.01,32,314.45,144
20005341,2024-07-20,PL05,T004,E0101,I07,S1,A01,1.68,45,136.61,0
20005342,2024-07-20,PL03,T002,E0070,I02,S2,A03,1.84,60,2.09,5
20005343,2024-07-20,PL04,T006,E0086,I03,S1,A01,0.91,32,130.86,0
20005344,2024-07-21,PL01,T006,E0012,I02,S1,A02,0.98,32,133.85,0
20005345,2024-07-21,PL03,T004,E0054,I03,S2,A06,0.25,45,27.12,51
20005346,2024-07-21,PL05,T004,E0103,I04,S1,A04,2.06,45,127.18,0
20005347,2024-07-21,PL01,T004,E0020,I07,S3,A03,2.02,45,4.1,211
20005348,2024-07-21,PL02,T004,E0041,I05,S2,A04,2.52,45,120.86,60
20005349,2024-07-21,PL03,T002,E0064,I04,S1,A02,0.92,60,114.65,0
20005350,2024-07-22,PL04,T001,E0081,I06,S1,A04,1.4,60,104.6,0
20005351,2024-07-22,PL01,T005,E0010,I03,S1,A06,1.74,32,0.62,0
20005352,2024-07-22,PL05,T003,E0092,I03,S3,A04,1.39,45,146.3,122
20005353,2024-07-22,PL05,T005,E0094,I06,S2,A03,1.26,32,20.63,0
20005354,2024-07-22,PL05,T004,E0098,I06,S3,A01,1.1,45,25.02,140
20005355,2024-07-22,PL01,T001,E0015,I06,S1,A03,0.85,60,8.12,0
20005356,2024-07-22,PL01,T003,E0001,I01,S1,A05,1.23,45,13.45,0
20005357,2024-07-22,PL03,T002,E0052,I01,S4,A04,1.78,60,226.69,0
20005358,2024-07-22,PL03,T006,E0052,I08,S2,A06,0.43,32,10.37,0
20005359,2024-07-22,PL02,T003,E0025,I05,S1,A06,1.78,45,14.64,0
20005360,2024-07-22,PL03,T005,E0072,I07,S1,A03,0.55,32,15.98,0
20005361,2024-07-22,PL04,T006,E0076,I01,S1,A01,1.67,32,47.06,0
20005362,2024-07-23,PL02,T004,E0028,I07,S1,A05,0.65,45,24.79,0
20005363,2024-07-23,PL05,T005,E0094,I04,S1,A01,2.24,32,17.08,0
20005364,2024-07-23,PL04,T003,E0088,I01,S1,A03,1.11,45,12.07,0
20005365,2024-07-23,PL02,T004,E0039,I06,S1,A01,1.42,45,154.98,0
20005366,2024-07-23,PL05,T004,E0102,I03,S2,A05,1.55,45,4.47,0
20005367,2024-07-23,PL03,T005,E0057,I08,S1,A05,0.25,32,26.39,0
20005368,2024-07-23,PL04,T004,E0076,I06,S2,A06,2.12,45,21.9,0
20005369,2024-07-23,PL03,T004,E0061,I04,S1,A03,1.07,45,17.0,0
20005370,2024-07-23,PL05,T002,E0094,I04,S1,A03,1.29,60,13.97,0
20005371,2024-07-23,PL03,T003,E0066,I08,S1,A06,0.45,45,27.6,0
20005372,2024-07-23,PL05,T003,E0102,I01,S1,A02,0.7,45,163.81,0
20005373,2024-07-24,PL03,T002,E0063,I06,S4,A01,3.83,60,331.48,205
20005374,2024-07-24,PL05,T003,E0094,I03,S2,A02,1.5,45,76.4,0
20005375,2024-07-24,PL03,T002,E0067,I07,S2,A02,0.64,60,106.63,0
20005376,2024-07-24,PL04,T005,E0080,I08,S2,A04,0.25,32,129.79,0
