OrdenID,FechaEntrada,FechaSalida,TallerID,TallerNombre,CiudadTaller,ClienteID,VehiculoID,MecanicoID,MecanicoNombre,GarantiaSiNo
2004867,2024-09-29,2024-10-01,T003,AutoZen Mar,Valencia,C0370,V00400,M004,Leo,No
2004868,2024-09-30,2024-09-30,T001,AutoZen Atocha,Madrid,C0210,V00235,M005,Irene,No
2004869,2024-09-30,2024-10-02,T003,AutoZen Mar,Valencia,C0439,V00476,M006,Pablo,No
2004870,2024-09-30,2024-10-01,T002,AutoZen Norte,Madrid,C0223,V00250,M006,Pablo,No
2004871,2024-09-30,2024-09-30,T004,AutoZen Triana,Sevilla,C0232,V00260,M003,Nuria,No
2004872,2024-09-30,2024-10-01,T001,AutoZen Atocha,Madrid,C0473,V00516,M002,Sara,No
2004873,2024-09-30,2024-10-01,T004,AutoZen Triana,Sevilla,C0640,V00704,M006,Pablo,No
2004874,2024-09-30,2024-10-02,T002,AutoZen Norte,Madrid,C0445,V00483,M005,Irene,No
2004875,2024-09-30,2024-09-30,T003,AutoZen Mar,Valencia,C0091,V00097,M001,Luis,No
2004876,2024-09-30,2024-10-01,T002,AutoZen Norte,Madrid,C0794,V00867,M004,Leo,No
2004877,2024-09-30,2024-09-30,T004,AutoZen Triana,Sevilla,C0319,V00345,M004,Leo,No
2004878,2024-09-30,2024-09-30,T001,AutoZen Atocha,Madrid,C0222,V00249,M001,Luis,No
2004879,2024-09-30,2024-10-01,T003,AutoZen Mar,Valencia,C0687,V00753,M004,Leo,No
2004880,2024-09-30,2024-09-30,T002,AutoZen Norte,Madrid,C0605,V00666,M002,Sara,No
2004881,2024-10-01,2024-10-01,T004,AutoZen Triana,Sevilla,C0559,V00613,M002,Sara,Sí
2004882,2024-10-01,2024-10-01,T001,AutoZen Atocha,Madrid,C0746,V00819,M005,Irene,No
2004883,2024-10-01,2024-10-03,T003,AutoZen Mar,Valencia,C0709,V00778,M005,Irene,No
2004884,2024-10-01,2024-10-01,T004,AutoZen Triana,Sevilla,C0012,V00015,M001,Luis,No
2004885,2024-10-01,2024-10-01,T001,AutoZen Atocha,Madrid,C0846,V00928,M004,Leo,No
2004886,2024-10-01,2024-10-01,T003,AutoZen Mar,Valencia,C0424,V00460,M003,Nuria,No
2004887,2024-10-01,2024-10-03,T004,AutoZen Triana,Sevilla,C0642,V00706,M001,Luis,No
2004888,2024-10-02,2024-10-02,T003,AutoZen Mar,Valencia,C0495,V00542,M006,Pablo,No
2004889,2024-10-02,2024-10-02,T001,AutoZen Atocha,Madrid,C0682,V00748,M002,Sara,No
2004890,2024-10-02,2024-10-03,T001,AutoZen Atocha,Madrid,C0772,V00846,M004,Leo,No
2004891,2024-10-02,2024-10-02,T001,AutoZen Atocha,Madrid,C0145,V00164,M003,Nuria,No
2004892,2024-10-02,2024-10-03,T002,AutoZen Norte,Madrid,C0660,V00723,M004,Leo,No
2004893,2024-10-02,2024-10-02,T002,AutoZen Norte,Madrid,C0251,V00280,M004,Leo,No
2004894,2024-10-02,2024-10-03,T003,AutoZen Mar,Valencia,C0048,V00056,M002,Sara,No
2004895,2024-10-02,2024-10-03,T001,AutoZen Atocha,Madrid,C0095,V00102,M001,Luis,No
2004896,2024-10-02,2024-10-02,T004,AutoZen Triana,Sevilla,C0082,V00089,M006,Pablo,No
2004897,2024-10-02,2024-10-02,T004,AutoZen Triana,Sevilla,C0453,V00492,M004,Leo,No
2004898,2024-10-03,2024-10-03,T004,AutoZen Triana,Sevilla,C0283,V00310,M006,Pablo,No
2004899,2024-10-03,2024-10-03,T002,AutoZen Norte,Madrid,C0832,V00911,M005,Irene,No
2004900,2024-10-03,2024-10-03,T003,AutoZen Mar,Valencia,C0145,V00164,M005,Irene,No
2004901,2024-10-03,2024-10-03,T001,AutoZen Atocha,Madrid,C0511,V00559,M001,Luis,No
2004902,2024-10-03,2024-10-04,T001,AutoZen Atocha,Madrid,C0388,V00418,M004,Leo,No
2004903,2024-10-04,2024-10-04,T002,AutoZen Norte,Madrid,C0506,V00553,M002,Sara,No
2004904,2024-10-04,2024-10-04,T003,AutoZen Mar,Valencia,C0584,V00643,M006,Pablo,No
2004905,2024-10-04,2024-10-06,T003,AutoZen Mar,Valencia,C0013,V00016,M005,Irene,No
2004906,2024-10-04,2024-10-06,T004,AutoZen Triana,Sevilla,C0501,V00546,M004,Leo,No
2004907,2024-10-04,2024-10-04,T004,AutoZen Triana,Sevilla,C0634,V00698,M004,Leo,No
2004908,2024-10-04,2024-10-04,T004,AutoZen Triana,Sevilla,C0789,V00863,M002,Sara,No
2004909,2024-10-04,2024-10-05,T001,AutoZen Atocha,Madrid,C0548,V00601,M001,Luis,No
2004910,2024-10-04,2024-10-04,T003,AutoZen Mar,Valencia,C0111,V00121,M002,Sara,No
2004911,2024-10-04,2024-10-05,T004,AutoZen Triana,Sevilla,C0294,V00319,M001,Luis,No
2004912,2024-10-05,2024-10-06,T003,AutoZen Mar,Valencia,C0131,V00146,M001,Luis,No
2004913,2024-10-05,2024-10-05,T002,AutoZen Norte,Madrid,C0152,V00170,M006,Pablo,No
2004914,2024-10-05,2024-10-07,T001,AutoZen Atocha,Madrid,C0019,V00023,M006,Pablo,No
2004915,2024-10-05,2024-10-05,T001,AutoZen Atocha,Madrid,C0275,V00302,M003,Nuria,No
2004916,2024-10-05,2024-10-06,T004,AutoZen Triana,Sevilla,C0727,V00800,M002,Sara,No
2004917,2024-10-05,2024-10-06,T003,AutoZen Mar,Valencia,C0825,V00903,M002,Sara,Sí
2004918,2024-10-05,2024-10-05,T003,AutoZen Mar,Valencia,C0493,V00539,M005,Irene,No
2004919,2024-10-05,2024-10-05,T003,AutoZen Mar,Valencia,C0825,V00903,M002,Sara,No
2004920,2024-10-05,2024-10-05,T003,AutoZen Mar,Valencia,C0416,V00451,M005,Irene,Sí
2004921,2024-10-05,2024-10-05,T001,AutoZen Atocha,Madrid,C0766,V00840,M004,Leo,No
2004922,2024-10-05,2024-10-06,T003,AutoZen Mar,Valencia,C0154,V00172,M005,Irene,Sí
2004923,2024-10-07,2024-10-07,T003,AutoZen Mar,Valencia,C0455,V00494,M002,Sara,No
2004924,2024-10-07,2024-10-07,T004,AutoZen Triana,Sevilla,C0095,V00102,M004,Leo,No
2004925,2024-10-07,2024-10-08,T001,AutoZen Atocha,Madrid,C0677,V00743,M004,Leo,No
2004926,2024-10-07,2024-10-08,T003,AutoZen Mar,Valencia,C0332,V00358,M001,Luis,No
2004927,2024-10-07,2024-10-07,T004,AutoZen Triana,Sevilla,C0519,V00570,M001,Luis,No
2004928,2024-10-07,2024-10-07,T003,AutoZen Mar,Valencia,C0362,V00392,M006,Pablo,No
2004929,2024-10-07,2024-10-07,T004,AutoZen Triana,Sevilla,C0056,V00063,M005,Irene,No
2004930,2024-10-08,2024-10-08,T004,AutoZen Triana,Sevilla,C0050,V00058,M002,Sara,No
2004931,2024-10-08,2024-10-08,T003,AutoZen Mar,Valencia,C0012,V00015,M004,Leo,No
2004932,2024-10-08,2024-10-08,T003,AutoZen Mar,Valencia,C0592,V00652,M005,Irene,No
2004933,2024-10-08,2024-10-08,T003,AutoZen Mar,Valencia,C0441,V00478,M001,Luis,No
2004934,2024-10-08,2024-10-08,T003,AutoZen Mar,Valencia,C0786,V00860,M003,Nuria,No
2004935,2024-10-08,2024-10-08,T004,AutoZen Triana,Sevilla,C0652,V00716,M006,Pablo,No
2004936,2024-10-08,2024-10-08,T001,AutoZen Atocha,Madrid,C0444,V00481,M001,Luis,No
2004937,2024-10-08,2024-10-08,T002,AutoZen Norte,Madrid,C0062,V00069,M005,Irene,No
2004938,2024-10-08,2024-10-08,T002,AutoZen Norte,Madrid,C0820,V00898,M002,Sara,No
2004939,2024-10-08,2024-10-10,T002,AutoZen Norte,Madrid,C0396,V00429,M006,Pablo,No
2004940,2024-10-08,2024-10-08,T003,AutoZen Mar,Valencia,C0857,V00940,M004,Leo,No
2004941,2024-10-08,2024-10-08,T004,AutoZen Triana,Sevilla,C0799,V00875,M002,Sara,No
2004942,2024-10-09,2024-10-11,T004,AutoZen Triana,Sevilla,C0797,V00872,M001,Luis,No
2004943,2024-10-09,2024-10-09,T001,AutoZen Atocha,Madrid,C0031,V00038,M002,Sara,No
2004944,2024-10-09,2024-10-09,T001,AutoZen Atocha,Madrid,C0611,V00671,M006,Pablo,No
2004945,2024-10-09,2024-10-10,T001,AutoZen Atocha,Madrid,C0568,V00624,M003,Nuria,No
2004946,2024-10-09,2024-10-09,T002,AutoZen Norte,Madrid,C0558,V00612,M005,Irene,No
2004947,2024-10-09,2024-10-10,T002,AutoZen Norte,Madrid,C0548,V00601,M003,Nuria,No
2004948,2024-10-09,2024-10-09,T003,AutoZen Mar,Valencia,C0262,V00290,M003,Nuria,No
2004949,2024-10-09,2024-10-09,T001,AutoZen Atocha,Madrid,C0354,V00382,M004,Leo,No
2004950,2024-10-09,2024-10-10,T002,AutoZen Norte,Madrid,C0372,V00402,M004,Leo,No
2004951,2024-10-09,2024-10-09,T001,AutoZen Atocha,Madrid,C0077,V00084,M004,Leo,No
2004952,2024-10-09,2024-10-09,T001,AutoZen Atocha,Madrid,C0517,V00567,M001,Luis,No
2004953,2024-10-09,2024-10-09,T003,AutoZen Mar,Valencia,C0285,V00313,M002,Sara,No
2004954,2024-10-09,2024-10-10,T003,AutoZen Mar,Valencia,C0032,V00039,M002,Sara,No
2004955,2024-10-10,2024-10-10,T001,AutoZen Atocha,Madrid,C0724,V00797,M002,Sara,No
2004956,2024-10-10,2024-10-10,T003,AutoZen Mar,Valencia,C0183,V00203,M005,Irene,No
2004957,2024-10-10,2024-10-10,T003,AutoZen Mar,Valencia,C0751,V00825,M001,Luis,No
2004958,2024-10-10,2024-10-10,T003,AutoZen Mar,Valencia,C0883,V00968,M005,Irene,No
2004959,2024-10-10,2024-10-10,T001,AutoZen Atocha,Madrid,C0577,V00633,M002,Sara,No
2004960,2024-10-10,2024-10-11,T004,AutoZen Triana,Sevilla,C0669,V00732,M002,Sara,No
2004961,2024-10-11,2024-10-11,T003,AutoZen Mar,Valencia,C0108,V00118,M005,Irene,No
2004962,2024-10-11,2024-10-12,T003,AutoZen Mar,Valencia,C0654,V00718,M005,Irene,No
2004963,2024-10-11,2024-10-11,T001,AutoZen Atocha,Madrid,C0767,V00841,M002,Sara,No
2004964,2024-10-11,2024-10-12,T001,AutoZen Atocha,Madrid,C0392,V00423,M001,Luis,No
2004965,2024-10-11,2024-10-11,T001,AutoZen Atocha,Madrid,C0611,V00671,M003,Nuria,No
2004966,2024-10-11,2024-10-12,T003,AutoZen Mar,Valencia,C0597,V00658,M001,Luis,No
2004967,2024-10-11,2024-10-12,T002,AutoZen Norte,Madrid,C0876,V00961,M001,Luis,No
2004968,2024-10-11,2024-10-11,T004,AutoZen Triana,Sevilla,C0557,V00611,M001,Luis,No
2004969,2024-10-11,2024-10-13,T001,AutoZen Atocha,Madrid,C0341,V00367,M001,Luis,No
2004970,2024-10-11,2024-10-12,T002,AutoZen Norte,Madrid,C0646,V00709,M004,Leo,No
2004971,2024-10-11,2024-10-11,T001,AutoZen Atocha,Madrid,C0690,V00756,M004,Leo,No
2004972,2024-10-11,2024-10-13,T002,AutoZen Norte,Madrid,C0861,V00945,M004,Leo,No
2004973,2024-10-11,2024-10-11,T002,AutoZen Norte,Madrid,C0222,V00249,M002,Sara,No
2004974,2024-10-12,2024-10-14,T001,AutoZen Atocha,Madrid,C0118,V00129,M001,Luis,No
2004975,2024-10-12,2024-10-13,T004,AutoZen Triana,Sevilla,C0192,V00216,M006,Pablo,No
2004976,2024-10-12,2024-10-12,T003,AutoZen Mar,Valencia,C0559,V00613,M001,Luis,Sí
2004977,2024-10-12,2024-10-12,T003,AutoZen Mar,Valencia,C0388,V00418,M006,Pablo,No
2004978,2024-10-12,2024-10-12,T003,AutoZen Mar,Valencia,C0772,V00846,M001,Luis,No
2004979,2024-10-13,2024-10-13,T003,AutoZen Mar,Valencia,C0360,V00390,M003,Nuria,No
2004980,2024-10-14,2024-10-14,T004,AutoZen Triana,Sevilla,C0126,V00140,M001,Luis,No
2004981,2024-10-14,2024-10-15,T004,AutoZen Triana,Sevilla,C0708,V00777,M002,Sara,No
2004982,2024-10-14,2024-10-15,T004,AutoZen Triana,Sevilla,C0532,V00584,M006,Pablo,No
2004983,2024-10-14,2024-10-14,T004,AutoZen Triana,Sevilla,C0047,V00055,M002,Sara,No
2004984,2024-10-14,2024-10-14,T004,AutoZen Triana,Sevilla,C0421,V00456,M005,Irene,No
2004985,2024-10-14,2024-10-15,T001,AutoZen Atocha,Madrid,C0445,V00483,M005,Irene,No
2004986,2024-10-14,2024-10-16,T003,AutoZen Mar,Valencia,C0865,V00949,M004,Leo,No
2004987,2024-10-14,2024-10-14,T001,AutoZen Atocha,Madrid,C0834,V00913,M003,Nuria,No
2004988,2024-10-15,2024-10-16,T003,AutoZen Mar,Valencia,C0135,V00152,M002,Sara,No
2004989,2024-10-15,2024-10-15,T003,AutoZen Mar,Valencia,C0522,V00573,M003,Nuria,No
2004990,2024-10-15,2024-10-16,T002,AutoZen Norte,Madrid,C0166,V00185,M004,Leo,No
2004991,2024-10-15,2024-10-16,T003,AutoZen Mar,Valencia,C0110,V00120,M001,Luis,No
2004992,2024-10-15,2024-10-16,T001,AutoZen Atocha,Madrid,C0265,V00295,M001,Luis,No
2004993,2024-10-15,2024-10-15,T001,AutoZen Atocha,Madrid,C0056,V00063,M006,Pablo,No
2004994,2024-10-15,2024-10-16,T001,AutoZen Atocha,Madrid,C0114,V00124,M003,Nuria,No
2004995,2024-10-15,2024-10-15,T004,AutoZen Triana,Sevilla,C0002,V00003,M001,Luis,No
2004996,2024-10-16,2024-10-16,T003,AutoZen Mar,Valencia,C0890,V00977,M004,Leo,Sí
2004997,2024-10-16,2024-10-17,T001,AutoZen Atocha,Madrid,C0759,V00833,M001,Luis,No
2004998,2024-10-16,2024-10-16,T002,AutoZen Norte,Madrid,C0093,V00100,M003,Nuria,No
2004999,2024-10-16,2024-10-17,T002,AutoZen Norte,Madrid,C0712,V00782,M003,Nuria,No
2005000,2024-10-16,2024-10-16,T004,AutoZen Triana,Sevilla,C0490,V00534,M003,Nuria,No
2005001,2024-10-16,2024-10-16,T003,AutoZen Mar,Valencia,C0311,V00336,M001,Luis,No
2005002,2024-10-16,2024-10-17,T001,AutoZen Atocha,Madrid,C0266,V00297,M005,Irene,No
2005003,2024-10-16,2024-10-17,T001,AutoZen Atocha,Madrid,C0024,V00031,M005,Irene,No
2005004,2024-10-16,2024-10-16,T004,AutoZen Triana,Sevilla,C0261,V00289,M004,Leo,No
2005005,2024-10-16,2024-10-17,T001,AutoZen Atocha,Madrid,C0332,V00358,M004,Leo,No
2005006,2024-10-17,2024-10-17,T004,AutoZen Triana,Sevilla,C0373,V00403,M003,Nuria,No
2005007,2024-10-17,2024-10-18,T003,AutoZen Mar,Valencia,C0356,V00384,M002,Sara,No
2005008,2024-10-17,2024-10-17,T003,AutoZen Mar,Valencia,C0069,V00077,M005,Irene,No
2005009,2024-10-17,2024-10-18,T002,AutoZen Norte,Madrid,C0119,V00131,M005,Irene,No
2005010,2024-10-17,2024-10-17,T001,AutoZen Atocha,Madrid,C0473,V00516,M001,Luis,No
2005011,2024-10-17,2024-10-17,T003,AutoZen Mar,Valencia,C0506,V00553,M003,Nuria,No
2005012,2024-10-17,2024-10-17,T003,AutoZen Mar,Valencia,C0007,V00009,M004,Leo,No
2005013,2024-10-17,2024-10-18,T003,AutoZen Mar,Valencia,C0483,V00526,M004,Leo,No
2005014,2024-10-17,2024-10-18,T002,AutoZen Norte,Madrid,C0751,V00825,M006,Pablo,No
2005015,2024-10-17,2024-10-18,T002,AutoZen Norte,Madrid,C0767,V00841,M005,Irene,No
2005016,2024-10-18,2024-10-19,T003,AutoZen Mar,Valencia,C0880,V00965,M004,Leo,No
2005017,2024-10-18,2024-10-18,T003,AutoZen Mar,Valencia,C0669,V00732,M003,Nuria,Sí
2005018,2024-10-18,2024-10-18,T002,AutoZen Norte,Madrid,C0375,V00406,M001,Luis,No
2005019,2024-10-18,2024-10-18,T001,AutoZen Atocha,Madrid,C0900,V00987,M002,Sara,No
2005020,2024-10-18,2024-10-19,T001,AutoZen Atocha,Madrid,C0705,V00772,M004,Leo,No
2005021,2024-10-18,2024-10-19,T002,AutoZen Norte,Madrid,C0006,V00008,M001,Luis,No
2005022,2024-10-18,2024-10-18,T004,AutoZen Triana,Sevilla,C0802,V00878,M002,Sara,No
2005023,2024-10-18,2024-10-18,T004,AutoZen Triana,Sevilla,C0710,V00780,M004,Leo,No
2005024,2024-10-19,2024-10-21,T002,AutoZen Norte,Madrid,C0486,V00529,M004,Leo,No
2005025,2024-10-19,2024-10-20,T004,AutoZen Triana,Sevilla,C0900,V00987,M004,Leo,No
2005026,2024-10-19,2024-10-20,T002,AutoZen Norte,Madrid,C0378,V00409,M006,Pablo,No
2005027,2024-10-19,2024-10-20,T004,AutoZen Triana,Sevilla,C0898,V00985,M005,Irene,No
2005028,2024-10-19,2024-10-21,T001,AutoZen Atocha,Madrid,C0590,V00649,M002,Sara,No
2005029,2024-10-19,2024-10-19,T003,AutoZen Mar,Valencia,C0024,V00030,M001,Luis,No
2005030,2024-10-19,2024-10-20,T004,AutoZen Triana,Sevilla,C0329,V00354,M003,Nuria,Sí
2005031,2024-10-19,2024-10-20,T001,AutoZen Atocha,Madrid,C0329,V00354,M001,Luis,No
2005032,2024-10-19,2024-10-19,T002,AutoZen Norte,Madrid,C0553,V00607,M005,Irene,No
2005033,2024-10-19,2024-10-19,T002,AutoZen Norte,Madrid,C0857,V00940,M001,Luis,No
2005034,2024-10-21,2024-10-23,T001,AutoZen Atocha,Madrid,C0143,V00163,M002,Sara,No
2005035,2024-10-21,2024-10-21,T003,AutoZen Mar,Valencia,C0517,V00567,M005,Irene,No
2005036,2024-10-21,2024-10-23,T003,AutoZen Mar,Valencia,C0564,V00619,M006,Pablo,No
2005037,2024-10-21,2024-10-21,T004,AutoZen Triana,Sevilla,C0525,V00576,M002,Sara,Sí
2005038,2024-10-21,2024-10-22,T004,AutoZen Triana,Sevilla,C0835,V00915,M006,Pablo,No
2005039,2024-10-21,2024-10-23,T002,AutoZen Norte,Madrid,C0865,V00949,M003,Nuria,No
2005040,2024-10-21,2024-10-23,T002,AutoZen Norte,Madrid,C0297,V00323,M003,Nuria,No
2005041,2024-10-21,2024-10-21,T001,AutoZen Atocha,Madrid,C0835,V00916,M006,Pablo,No
2005042,2024-10-22,2024-10-24,T004,AutoZen Triana,Sevilla,C0745,V00818,M005,Irene,No
2005043,2024-10-22,2024-10-23,T002,AutoZen Norte,Madrid,C0008,V00011,M004,Leo,No
2005044,2024-10-22,2024-10-22,T003,AutoZen Mar,Valencia,C0671,V00734,M004,Leo,No
2005045,2024-10-22,2024-10-22,T001,AutoZen Atocha,Madrid,C0838,V00919,M001,Luis,No
2005046,2024-10-22,2024-10-22,T003,AutoZen Mar,Valencia,C0502,V00548,M002,Sara,No
2005047,2024-10-22,2024-10-22,T002,AutoZen Norte,Madrid,C0596,V00656,M004,Leo,No
2005048,2024-10-22,2024-10-22,T003,AutoZen Mar,Valencia,C0249,V00278,M001,Luis,No
2005049,2024-10-22,2024-10-22,T001,AutoZen Atocha,Madrid,C0110,V00120,M002,Sara,No
2005050,2024-10-22,2024-10-22,T004,AutoZen Triana,Sevilla,C0602,V00663,M002,Sara,No
2005051,2024-10-22,2024-10-22,T004,AutoZen Triana,Sevilla,C0626,V00689,M001,Luis,No
2005052,2024-10-22,2024-10-24,T004,AutoZen Triana,Sevilla,C0883,V00968,M001,Luis,No
2005053,2024-10-23,2024-10-23,T002,AutoZen Norte,Madrid,C0671,V00735,M006,Pablo,No
2005054,2024-10-23,2024-10-23,T004,AutoZen Triana,Sevilla,C0846,V00928,M003,Nuria,No
2005055,2024-10-23,2024-10-23,T004,AutoZen Triana,Sevilla,C0552,V00606,M002,Sara,Sí
2005056,2024-10-23,2024-10-23,T002,AutoZen Norte,Madrid,C0284,V00312,M003,Nuria,No
2005057,2024-10-23,2024-10-23,T001,AutoZen Atocha,Madrid,C0520,V00571,M002,Sara,No
2005058,2024-10-24,2024-10-24,T002,AutoZen Norte,Madrid,C0389,V00419,M002,Sara,No
2005059,2024-10-24,2024-10-25,T004,AutoZen Triana,Sevilla,C0598,V00659,M001,Luis,No
2005060,2024-10-24,2024-10-24,T004,AutoZen Triana,Sevilla,C0786,V00860,M001,Luis,No
2005061,2024-10-24,2024-10-24,T002,AutoZen Norte,Madrid,C0523,V00574,M005,Irene,No
2005062,2024-10-24,2024-10-24,T002,AutoZen Norte,Madrid,C0559,V00613,M004,Leo,No
2005063,2024-10-24,2024-10-24,T003,AutoZen Mar,Valencia,C0545,V00597,M002,Sara,No
2005064,2024-10-24,2024-10-26,T004,AutoZen Triana,Sevilla,C0523,V00575,M001,Luis,No
2005065,2024-10-24,2024-10-24,T001,AutoZen Atocha,Madrid,C0561,V00616,M004,Leo,No
2005066,2024-10-24,2024-10-25,T001,AutoZen Atocha,Madrid,C0660,V00723,M006,Pablo,No
2005067,2024-10-24,2024-10-25,T003,AutoZen Mar,Valencia,C0771,V00844,M005,Irene,No
2005068,2024-10-24,2024-10-24,T004,AutoZen Triana,Sevilla,C0659,V00722,M004,Leo,Sí
2005069,2024-10-24,2024-10-25,T004,AutoZen Triana,Sevilla,C0160,V00178,M002,Sara,No
2005070,2024-10-24,2024-10-24,T002,AutoZen Norte,Madrid,C0091,V00098,M004,Leo,No
2005071,2024-10-24,2024-10-24,T003,AutoZen Mar,Valencia,C0123,V00136,M001,Luis,No
2005072,2024-10-25,2024-10-25,T003,AutoZen Mar,Valencia,C0358,V00388,M003,Nuria,No
2005073,2024-10-25,2024-10-25,T003,AutoZen Mar,Valencia,C0876,V00961,M006,Pablo,No
2005074,2024-10-25,2024-10-25,T004,AutoZen Triana,Sevilla,C0122,V00135,M002,Sara,Sí
2005075,2024-10-25,2024-10-26,T001,AutoZen Atocha,Madrid,C0074,V00081,M003,Nuria,No
2005076,2024-10-25,2024-10-26,T004,AutoZen Triana,Sevilla,C0123,V00137,M001,Luis,No
2005077,2024-10-25,2024-10-25,T004,AutoZen Triana,Sevilla,C0275,V00302,M006,Pablo,No
2005078,2024-10-25,2024-10-25,T001,AutoZen Atocha,Madrid,C0271,V00300,M003,Nuria,No
2005079,2024-10-25,2024-10-26,T004,AutoZen Triana,Sevilla,C0126,V00140,M003,Nuria,No
2005080,2024-10-25,2024-10-26,T003,AutoZen Mar,Valencia,C0172,V00191,M005,Irene,No
2005081,2024-10-25,2024-10-25,T002,AutoZen Norte,Madrid,C0126,V00140,M006,Pablo,No
2005082,2024-10-25,2024-10-25,T003,AutoZen Mar,Valencia,C0244,V00273,M002,Sara,No
2005083,2024-10-25,2024-10-25,T001,AutoZen Atocha,Madrid,C0491,V00536,M002,Sara,No
2005084,2024-10-25,2024-10-25,T002,AutoZen Norte,Madrid,C0796,V00871,M004,Leo,No
2005085,2024-10-25,2024-10-27,T003,AutoZen Mar,Valencia,C0725,V00798,M002,Sara,No
2005086,2024-10-26,2024-10-27,T001,AutoZen Atocha,Madrid,C0223,V00251,M003,Nuria,No
2005087,2024-10-26,2024-10-26,T001,AutoZen Atocha,Madrid,C0057,V00064,M001,Luis,No
2005088,2024-10-26,2024-10-26,T003,AutoZen Mar,Valencia,C0763,V00837,M001,Luis,Sí
2005089,2024-10-26,2024-10-27,T003,AutoZen Mar,Valencia,C0425,V00461,M003,Nuria,No
2005090,2024-10-26,2024-10-27,T002,AutoZen Norte,Madrid,C0085,V00092,M001,Luis,No
2005091,2024-10-26,2024-10-26,T004,AutoZen Triana,Sevilla,C0722,V00795,M004,Leo,No
2005092,2024-10-26,2024-10-27,T004,AutoZen Triana,Sevilla,C0870,V00955,M001,Luis,No
2005093,2024-10-26,2024-10-26,T004,AutoZen Triana,Sevilla,C0109,V00119,M004,Leo,No
2005094,2024-10-26,2024-10-26,T001,AutoZen Atocha,Madrid,C0375,V00406,M005,Irene,No
2005095,2024-10-28,2024-10-29,T002,AutoZen Norte,Madrid,C0254,V00284,M005,Irene,No
2005096,2024-10-28,2024-10-29,T003,AutoZen Mar,Valencia,C0845,V00927,M002,Sara,No
2005097,2024-10-28,2024-10-29,T002,AutoZen Norte,Madrid,C0026,V00033,M001,Luis,No
2005098,2024-10-28,2024-10-29,T004,AutoZen Triana,Sevilla,C0448,V00487,M005,Irene,No
2005099,2024-10-28,2024-10-29,T004,AutoZen Triana,Sevilla,C0329,V00354,M002,Sara,No
2005100,2024-10-28,2024-10-29,T002,AutoZen Norte,Madrid,C0392,V00423,M003,Nuria,No
2005101,2024-10-28,2024-10-28,T003,AutoZen Mar,Valencia,C0328,V00353,M004,Leo,No
2005102,2024-10-28,2024-10-29,T004,AutoZen Triana,Sevilla,C0135,V00152,M003,Nuria,No
2005103,2024-10-28,2024-10-29,T002,AutoZen Norte,Madrid,C0444,V00482,M006,Pablo,No
2005104,2024-10-29,2024-10-29,T002,AutoZen Norte,Madrid,C0518,V00569,M005,Irene,No
2005105,2024-10-29,2024-10-30,T003,AutoZen Mar,Valencia,C0283,V00310,M005,Irene,No
2005106,2024-10-29,2024-10-30,T004,AutoZen Triana,Sevilla,C0519,V00570,M002,Sara,No
2005107,2024-10-29,2024-10-29,T004,AutoZen Triana,Sevilla,C0138,V00157,M003,Nuria,No
2005108,2024-10-29,2024-10-30,T001,AutoZen Atocha,Madrid,C0193,V00218,M004,Leo,No
2005109,2024-10-29,2024-10-29,T002,AutoZen Norte,Madrid,C0605,V00666,M002,Sara,No
2005110,2024-10-29,2024-10-29,T003,AutoZen Mar,Valencia,C0621,V00683,M005,Irene,No
2005111,2024-10-29,2024-10-30,T004,AutoZen Triana,Sevilla,C0454,V00493,M002,Sara,No
2005112,2024-10-29,2024-10-29,T004,AutoZen Triana,Sevilla,C0181,V00200,M002,Sara,No
2005113,2024-10-29,2024-10-30,T001,AutoZen Atocha,Madrid,C0623,V00686,M005,Irene,No
2005114,2024-10-29,2024-10-29,T002,AutoZen Norte,Madrid,C0299,V00325,M006,Pablo,No
2005115,2024-10-29,2024-10-30,T001,AutoZen Atocha,Madrid,C0539,V00591,M003,Nuria,No
2005116,2024-10-30,2024-10-31,T002,AutoZen Norte,Madrid,C0139,V00158,M005,Irene,No
2005117,2024-10-30,2024-10-30,T002,AutoZen Norte,Madrid,C0285,V00313,M004,Leo,No
2005118,2024-10-30,2024-10-30,T003,AutoZen Mar,Valencia,C0641,V00705,M006,Pablo,No
2005119,2024-10-30,2024-10-31,T002,AutoZen Norte,Madrid,C0870,V00955,M006,Pablo,No
2005120,2024-10-30,2024-10-31,T002,AutoZen Norte,Madrid,C0174,V00193,M002,Sara,No
2005121,2024-10-30,2024-10-30,T001,AutoZen Atocha,Madrid,C0698,V00765,M003,Nuria,No
2005122,2024-10-30,2024-10-31,T003,AutoZen Mar,Valencia,C0574,V00630,M004,Leo,No
2005123,2024-10-30,2024-10-30,T002,AutoZen Norte,Madrid,C0130,V00145,M006,Pablo,No
2005124,2024-10-30,2024-10-31,T001,AutoZen Atocha,Madrid,C0095,V00102,M001,Luis,No
2005125,2024-10-30,2024-10-30,T003,AutoZen Mar,Valencia,C0781,V00855,M003,Nuria,No
2005126,2024-10-30,2024-11-01,T003,AutoZen Mar,Valencia,C0710,V00780,M004,Leo,No
2005127,2024-10-31,2024-11-01,T003,AutoZen Mar,Valencia,C0699,V00766,M001,Luis,No
2005128,2024-10-31,2024-10-31,T003,AutoZen Mar,Valencia,C0527,V00578,M005,Irene,No
2005129,2024-10-31,2024-11-02,T001,AutoZen Atocha,Madrid,C0574,V00630,M006,Pablo,No
