ReservaID,LineaID,HotelID,HotelNombre,DestinoID,PaisDestino,CiudadDestino,Regimen,Noches,Viajeros,PrecioNoche
3002658,1,H0031,Aureo Valencia 3,D011,España,Valencia,Pensión completa,4,2,66.15
3002659,1,H0031,Aureo Valencia 3,D011,España,Valencia,Solo alojamiento,4,1,63.0
3002660,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,3,4,91.88
3002661,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Media pensión,2,1,85.5
3002662,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Desayuno,4,1,162.5
3002663,1,H0009,Aureo París 1,D004,Francia,París,Solo alojamiento,2,1,94.5
3002664,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Solo alojamiento,6,2,82.69
3002665,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Solo alojamiento,7,2,103.95
3002666,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Desayuno,7,2,112.81
3002667,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Media pensión,6,1,103.95
3002668,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Desayuno,5,2,154.35
3002669,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Desayuno,3,3,85.5
3002670,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Solo alojamiento,4,2,119.7
3002671,1,H0002,Sakura Roma 2,D001,Italia,Roma,Media pensión,2,2,104.74
3002672,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Desayuno,6,3,132.3
3002673,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Media pensión,5,2,104.74
3002674,1,H0011,Duomo París 3,D004,Francia,París,Desayuno,6,1,110.25
3002675,1,H0031,Aureo Valencia 3,D011,España,Valencia,Desayuno,6,1,59.85
3002676,1,H0029,Sakura Valencia 1,D011,España,Valencia,Desayuno,2,1,87.5
3002677,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,5,1,104.74
3002678,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Desayuno,3,2,121.28
3002679,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Pensión completa,3,2,82.69
3002680,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Solo alojamiento,7,1,82.69
3002681,1,H0002,Sakura Roma 2,D001,Italia,Roma,Pensión completa,3,2,94.76
3002682,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Pensión completa,3,2,154.38
3002683,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Desayuno,2,1,67.5
3002684,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,2,3,99.0
3002685,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Pensión completa,2,2,70.88
3002686,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Desayuno,3,2,154.38
3002687,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Desayuno,4,2,85.5
3002688,1,H0009,Aureo París 1,D004,Francia,París,Solo alojamiento,2,3,94.5
3002689,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Pensión completa,5,1,154.38
3002690,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Desayuno,2,2,85.5
3002691,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Pensión completa,3,3,162.5
3002692,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Media pensión,3,2,85.5
3002693,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Pensión completa,6,2,126.0
3002694,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,2,2,143.33
3002695,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,3,4,118.75
3002696,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Solo alojamiento,2,1,83.12
3002697,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Media pensión,2,1,126.0
3002698,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Pensión completa,2,3,70.88
3002699,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,2,2,154.35
3002700,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,7,2,83.12
3002701,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Solo alojamiento,5,2,99.75
3002702,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Solo alojamiento,4,2,67.5
3002703,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Solo alojamiento,5,1,166.25
3002704,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Desayuno,3,4,115.5
3002705,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Desayuno,4,1,64.12
3002706,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Pensión completa,7,1,81.22
3002707,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,2,1,104.74
3002708,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Solo alojamiento,4,2,115.5
3002709,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Media pensión,4,1,166.25
3002710,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Pensión completa,2,1,111.15
3002711,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Pensión completa,6,2,117.0
3002712,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Media pensión,4,2,119.7
3002713,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Desayuno,2,1,67.5
3002714,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Solo alojamiento,4,1,64.12
3002715,1,H0002,Sakura Roma 2,D001,Italia,Roma,Media pensión,3,1,94.76
3002716,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Desayuno,3,2,136.5
3002717,1,H0029,Sakura Valencia 1,D011,España,Valencia,Solo alojamiento,3,1,87.5
3002718,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Desayuno,5,3,89.78
3002719,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,2,2,85.5
3002720,1,H0011,Duomo París 3,D004,Francia,París,Media pensión,5,2,104.74
3002721,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Pensión completa,4,1,85.5
3002722,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Pensión completa,4,2,115.5
3002723,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Media pensión,2,1,117.0
3002724,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Media pensión,2,1,99.75
3002725,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Desayuno,4,1,115.5
3002726,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Pensión completa,2,2,112.81
3002727,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,2,3,77.17
3002728,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Media pensión,5,4,67.5
3002729,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Media pensión,2,4,64.12
3002730,1,H0010,Sakura París 2,D004,Francia,París,Desayuno,2,2,99.23
3002731,1,H0030,Atlas Valencia 2,D011,España,Valencia,Solo alojamiento,2,2,69.83
3002732,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,2,1,69.83
3002733,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Pensión completa,2,4,104.74
3002734,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Desayuno,4,2,78.75
3002735,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Pensión completa,5,2,162.5
3002736,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Desayuno,4,3,124.69
3002737,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Desayuno,6,1,82.69
3002738,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Desayuno,3,1,154.35
3002739,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Desayuno,6,2,139.65
3002740,1,H0001,CityStay Roma 1,D001,Italia,Roma,Media pensión,6,1,99.75
3002741,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,5,3,122.85
3002742,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Desayuno,4,1,162.5
3002743,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Media pensión,3,1,83.12
3002744,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Desayuno,3,2,85.5
3002745,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Solo alojamiento,5,2,143.33
3002746,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Desayuno,5,2,132.3
3002747,1,H0003,Atlas Roma 3,D001,Italia,Roma,Desayuno,3,2,99.75
3002748,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Desayuno,3,2,124.69
3002749,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,7,1,73.5
3002750,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Desayuno,5,4,112.81
3002751,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Desayuno,3,3,99.75
3002752,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Solo alojamiento,6,2,115.5
3002753,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Solo alojamiento,2,2,89.78
3002754,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,6,1,89.77
3002755,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Desayuno,5,1,122.85
3002756,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,4,2,77.17
3002757,1,H0031,Aureo Valencia 3,D011,España,Valencia,Solo alojamiento,3,2,63.0
3002758,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,3,1,103.95
3002759,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,3,2,124.69
3002760,1,H0031,Aureo Valencia 3,D011,España,Valencia,Solo alojamiento,3,2,63.0
3002761,1,H0011,Duomo París 3,D004,Francia,París,Desayuno,4,1,115.76
3002762,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,2,1,74.81
3002763,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,5,1,99.0
3002764,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Solo alojamiento,5,1,99.75
3002765,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Desayuno,6,3,70.88
3002766,1,H0009,Aureo París 1,D004,Francia,París,Pensión completa,5,2,94.5
3002767,1,H0031,Aureo Valencia 3,D011,España,Valencia,Pensión completa,7,1,63.0
3002768,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,5,1,99.75
3002769,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,5,2,89.78
3002770,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Pensión completa,7,1,85.5
3002771,1,H0003,Atlas Roma 3,D001,Italia,Roma,Pensión completa,3,2,99.75
3002772,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Solo alojamiento,6,1,129.67
3002773,1,H0001,CityStay Roma 1,D001,Italia,Roma,Desayuno,5,1,94.76
3002774,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,4,1,91.88
3002775,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,6,2,118.75
3002776,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Media pensión,6,1,94.76
3002777,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Desayuno,2,1,81.22
3002778,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Media pensión,5,3,74.81
3002779,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Desayuno,7,1,111.15
3002780,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Pensión completa,3,2,78.75
3002781,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Solo alojamiento,3,2,115.5
3002782,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Pensión completa,2,1,124.69
3002783,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,3,2,94.05
3002784,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Solo alojamiento,3,2,136.5
3002785,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Desayuno,3,2,85.5
3002786,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Desayuno,4,2,129.67
3002787,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Media pensión,4,1,63.0
3002788,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Media pensión,2,1,87.5
3002789,1,H0029,Sakura Valencia 1,D011,España,Valencia,Desayuno,6,1,83.12
3002790,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Desayuno,4,2,78.75
3002791,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Solo alojamiento,3,1,85.5
3002792,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,5,2,136.5
3002793,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Pensión completa,3,3,99.75
3002794,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Pensión completa,2,2,143.33
3002795,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Solo alojamiento,3,3,147.0
3002796,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Solo alojamiento,2,1,126.0
3002797,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Pensión completa,2,1,67.5
3002798,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Solo alojamiento,3,3,67.5
3002799,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Pensión completa,3,1,154.38
3002800,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,6,2,91.88
3002801,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Media pensión,3,1,99.75
3002802,1,H0011,Duomo París 3,D004,Francia,París,Desayuno,6,4,115.76
3002803,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Desayuno,2,1,94.76
3002804,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,6,2,121.28
3002805,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Pensión completa,7,2,104.74
3002806,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Solo alojamiento,3,4,115.5
3002807,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Desayuno,4,2,70.88
3002808,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,7,1,99.75
3002809,1,H0031,Aureo Valencia 3,D011,España,Valencia,Media pensión,4,2,66.15
3002810,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Desayuno,7,1,119.7
3002811,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Media pensión,7,2,63.0
3002812,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Pensión completa,3,2,89.78
3002813,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Pensión completa,3,2,94.76
3002814,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Desayuno,2,1,73.5
3002815,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Media pensión,7,1,170.62
3002816,1,H0002,Sakura Roma 2,D001,Italia,Roma,Pensión completa,5,2,99.75
3002817,1,H0002,Sakura Roma 2,D001,Italia,Roma,Pensión completa,7,4,99.75
3002818,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Media pensión,6,1,104.74
3002819,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Pensión completa,2,2,119.7
3002820,1,H0030,Atlas Valencia 2,D011,España,Valencia,Solo alojamiento,4,2,69.83
3002821,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,4,1,126.0
3002822,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,3,1,118.75
3002823,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Pensión completa,6,2,67.5
3002824,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Media pensión,3,2,115.5
3002825,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Desayuno,3,2,85.5
3002826,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,4,2,99.75
3002827,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Pensión completa,2,1,77.17
3002828,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Media pensión,2,1,119.7
3002829,1,H0031,Aureo Valencia 3,D011,España,Valencia,Solo alojamiento,5,2,63.0
3002830,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Pensión completa,3,1,94.76
3002831,1,H0011,Duomo París 3,D004,Francia,París,Media pensión,7,1,115.76
3002832,1,H0003,Atlas Roma 3,D001,Italia,Roma,Media pensión,3,1,104.74
3002833,1,H0001,CityStay Roma 1,D001,Italia,Roma,Pensión completa,5,2,104.74
3002834,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,2,4,136.5
3002835,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,3,1,104.74
3002836,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,5,1,99.75
3002837,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Pensión completa,3,3,112.81
3002838,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Pensión completa,2,1,132.3
3002839,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Desayuno,3,1,85.5
3002840,1,H0001,CityStay Roma 1,D001,Italia,Roma,Pensión completa,3,2,94.76
3002841,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Media pensión,5,4,132.3
3002842,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Solo alojamiento,4,1,85.5
3002843,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,5,1,104.74
3002844,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Desayuno,2,1,162.5
3002845,1,H0029,Sakura Valencia 1,D011,España,Valencia,Pensión completa,3,1,87.5
3002846,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,2,3,104.74
3002847,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Media pensión,2,2,99.0
3002848,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,3,4,59.85
3002849,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,3,3,99.75
3002850,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,5,2,126.0
3002851,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Desayuno,3,1,67.5
3002852,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Pensión completa,4,1,117.0
3002853,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Pensión completa,3,3,117.0
3002854,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Pensión completa,5,3,64.12
3002855,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,3,1,94.76
3002856,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Media pensión,3,1,104.74
3002857,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Solo alojamiento,3,2,136.5
3002858,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,4,3,73.5
3002859,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Desayuno,6,3,119.7
3002860,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,2,1,99.75
3002861,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Desayuno,3,1,115.5
3002862,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,2,1,73.5
3002863,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Pensión completa,3,1,81.22
3002864,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,3,2,73.5
3002865,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Solo alojamiento,7,1,85.5
3002866,1,H0031,Aureo Valencia 3,D011,España,Valencia,Desayuno,7,2,66.15
3002867,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,4,4,104.74
3002868,1,H0031,Aureo Valencia 3,D011,España,Valencia,Desayuno,4,2,59.85
3002869,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Solo alojamiento,4,3,99.75
3002870,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Solo alojamiento,4,2,124.69
3002871,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,3,2,143.33
3002872,1,H0030,Atlas Valencia 2,D011,España,Valencia,Media pensión,3,3,69.83
3002873,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Solo alojamiento,4,2,147.0
3002874,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Media pensión,3,1,122.85
3002875,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Solo alojamiento,5,1,99.0
3002876,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Media pensión,7,3,87.5
3002877,1,H0030,Atlas Valencia 2,D011,España,Valencia,Media pensión,2,2,77.17
3002878,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Solo alojamiento,5,3,99.0
3002879,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,2,3,91.88
3002880,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Solo alojamiento,2,2,115.5
3002881,1,H0001,CityStay Roma 1,D001,Italia,Roma,Pensión completa,4,1,104.74
3002882,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Solo alojamiento,3,2,103.95
3002883,1,H0009,Aureo París 1,D004,Francia,París,Desayuno,6,3,89.77
3002884,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,4,2,91.88
3002885,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Desayuno,7,1,81.22
3002886,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Media pensión,4,2,119.7
3002887,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Pensión completa,3,2,89.78
3002888,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Desayuno,4,2,67.5
3002889,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Desayuno,5,2,104.74
3002890,1,H0010,Sakura París 2,D004,Francia,París,Desayuno,4,1,99.23
3002891,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,3,2,87.5
3002892,1,H0003,Atlas Roma 3,D001,Italia,Roma,Pensión completa,6,3,104.74
3002893,1,H0031,Aureo Valencia 3,D011,España,Valencia,Media pensión,6,1,63.0
3002894,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,3,2,87.5
3002895,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Desayuno,3,2,82.69
3002896,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Media pensión,4,3,103.95
3002897,1,H0003,Atlas Roma 3,D001,Italia,Roma,Desayuno,2,3,94.76
3002898,1,H0011,Duomo París 3,D004,Francia,París,Solo alojamiento,4,2,104.74
3002899,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,5,2,87.5
3002900,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,4,3,115.5
3002901,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Pensión completa,3,2,69.83
3002902,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Desayuno,5,2,94.76
3002903,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Pensión completa,2,1,115.5
3002904,1,H0030,Atlas Valencia 2,D011,España,Valencia,Solo alojamiento,2,3,73.5
3002905,1,H0011,Duomo París 3,D004,Francia,París,Pensión completa,5,1,115.76
3002906,1,H0010,Sakura París 2,D004,Francia,París,Desayuno,3,1,94.5
3002907,1,H0031,Aureo Valencia 3,D011,España,Valencia,Pensión completa,3,3,63.0
3002908,1,H0001,CityStay Roma 1,D001,Italia,Roma,Solo alojamiento,3,4,94.76
3002909,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Solo alojamiento,5,2,64.12
3002910,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,4,2,91.88
3002911,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Media pensión,2,3,170.62
3002912,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,6,2,99.75
3002913,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,5,1,119.7
3002914,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,4,2,183.75
3002915,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Pensión completa,3,2,136.5
3002916,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Pensión completa,6,2,121.28
3002917,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,4,1,69.83
3002918,1,H0030,Atlas Valencia 2,D011,España,Valencia,Media pensión,5,1,77.17
3002919,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,5,2,85.5
3002920,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Pensión completa,4,2,69.83
3002921,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Desayuno,5,2,136.5
3002922,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,3,3,112.81
3002923,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,3,2,183.75
3002924,1,H0031,Aureo Valencia 3,D011,España,Valencia,Solo alojamiento,5,1,63.0
3002925,1,H0003,Atlas Roma 3,D001,Italia,Roma,Pensión completa,3,2,99.75
3002926,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Solo alojamiento,3,4,118.75
3002927,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Pensión completa,4,1,94.76
3002928,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Desayuno,2,1,119.7
3002929,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Pensión completa,2,2,81.22
3002930,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Media pensión,2,1,154.38
3002931,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Media pensión,4,1,109.72
3002932,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,7,3,85.5
3002933,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,3,3,85.5
3002934,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,5,1,104.74
3002935,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,3,2,94.76
3002936,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Pensión completa,6,2,82.69
3002937,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Solo alojamiento,4,2,99.0
3002938,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Solo alojamiento,5,4,183.75
3002939,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,6,1,117.0
3002940,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Media pensión,6,2,109.72
3002941,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Pensión completa,5,1,87.5
3002942,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Pensión completa,7,1,143.33
3002943,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Pensión completa,2,2,183.75
3002944,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,5,3,94.5
3002945,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Solo alojamiento,4,1,59.85
3002946,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,5,3,77.17
3002947,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Media pensión,6,2,111.15
