EnvioID,FechaCreacion,FechaEntrega,ClienteID,OrigenCiudadID,DestinoCiudadID,ServicioID,EstadoID,TransportistaID,PesoKg,VolumenM3,Coste
15016793,2024-11-04,2024-11-07,CL0297,CI013,CI002,SV01,ST04,TR02,1.83,0.106,31.79
15016794,2024-11-04,2024-11-05,CL0289,CI009,CI005,SV01,ST03,TR03,1.8,0.142,38.66
15016795,2024-11-04,2024-11-05,CL0051,CI011,CI010,SV02,ST04,TR01,2.31,0.094,33.37
15016796,2024-11-04,2024-11-07,CL0005,CI002,CI012,SV01,ST04,TR02,2.28,0.202,50.87
15016797,2024-11-04,2024-11-06,CL0295,CI004,CI001,SV02,ST06,TR02,13.08,0.186,41.59
15016798,2024-11-04,2024-11-04,CL0056,CI007,CI004,SV03,ST03,TR04,1.2,0.19,35.38
15016799,2024-11-04,2024-11-05,CL0192,CI003,CI007,SV03,ST04,TR01,1.98,0.255,46.08
15016800,2024-11-04,2024-11-06,CL0270,CI003,CI009,SV02,ST04,TR03,4.17,0.179,52.37
15016801,2024-11-04,2024-11-05,CL0033,CI013,CI001,SV02,ST02,TR03,1.0,0.161,44.35
15016802,2024-11-04,2024-11-05,CL0340,CI006,CI004,SV02,ST04,TR04,5.72,0.049,18.53
15016803,2024-11-04,2024-11-10,CL0110,CI006,CI011,SV04,ST04,TR02,4.99,0.208,69.09
15016804,2024-11-04,2024-11-08,CL0110,CI001,CI013,SV01,ST02,TR03,4.01,0.201,50.51
15016805,2024-11-04,2024-11-05,CL0087,CI010,CI010,SV02,ST05,TR01,6.47,0.082,22.0
15016806,2024-11-04,2024-11-06,CL0251,CI002,CI008,SV02,ST04,TR01,1.29,0.056,14.61
15016807,2024-11-04,2024-11-07,CL0132,CI006,CI004,SV04,ST04,TR02,1.68,0.174,40.31
15016808,2024-11-04,2024-11-08,CL0347,CI010,CI009,SV01,ST03,TR02,5.34,0.189,34.64
15016809,2024-11-04,2024-11-09,CL0314,CI004,CI012,SV04,ST02,TR02,2.1,0.304,91.34
15016810,2024-11-05,2024-11-06,CL0311,CI007,CI012,SV01,ST04,TR01,2.16,0.205,51.27
15016811,2024-11-05,2024-11-06,CL0192,CI001,CI002,SV02,ST04,TR01,4.38,0.087,21.88
15016812,2024-11-05,2024-11-07,CL0071,CI008,CI004,SV02,ST04,TR01,1.52,0.162,28.31
15016813,2024-11-05,2024-11-07,CL0015,CI006,CI002,SV01,ST04,TR03,4.47,0.181,29.68
15016814,2024-11-05,2024-11-06,CL0365,CI013,CI004,SV02,ST03,TR01,8.27,0.315,84.39
15016815,2024-11-05,2024-11-06,CL0096,CI010,CI002,SV03,ST04,TR04,5.91,0.149,55.52
15016816,2024-11-05,2024-11-09,CL0182,CI009,CI003,SV04,ST04,TR01,2.42,0.112,50.59
15016817,2024-11-05,2024-11-07,CL0365,CI010,CI009,SV01,ST04,TR02,1.53,0.23,32.75
15016818,2024-11-05,2024-11-05,CL0120,CI003,CI008,SV02,ST04,TR04,6.68,0.167,33.55
15016819,2024-11-05,2024-11-08,CL0005,CI006,CI004,SV01,ST04,TR01,2.53,0.095,19.18
15016820,2024-11-05,2024-11-07,CL0080,CI013,CI012,SV02,ST02,TR01,4.02,0.078,32.76
15016821,2024-11-05,2024-11-06,CL0240,CI010,CI009,SV03,ST02,TR04,5.67,0.081,26.32
15016822,2024-11-05,2024-11-08,CL0162,CI009,CI001,SV01,ST03,TR04,2.15,0.272,60.91
15016823,2024-11-05,2024-11-05,CL0218,CI012,CI010,SV03,ST02,TR02,5.7,0.111,47.92
15016824,2024-11-05,2024-11-11,CL0283,CI003,CI001,SV04,ST04,TR02,1.95,0.195,41.16
15016825,2024-11-05,2024-11-06,CL0051,CI003,CI013,SV02,ST04,TR04,7.63,0.301,80.78
15016826,2024-11-05,2024-11-09,CL0315,CI006,CI009,SV01,ST04,TR03,2.03,0.102,29.74
15016827,2024-11-05,2024-11-08,CL0180,CI003,CI009,SV01,ST02,TR01,4.07,0.066,25.97
15016828,2024-11-05,2024-11-07,CL0350,CI008,CI009,SV02,ST04,TR02,5.92,0.473,111.34
15016829,2024-11-06,2024-11-07,CL0220,CI002,CI003,SV02,ST06,TR04,2.04,0.097,19.93
15016830,2024-11-06,2024-11-08,CL0375,CI003,CI010,SV02,ST04,TR02,2.42,0.085,31.8
15016831,2024-11-06,2024-11-08,CL0256,CI012,CI010,SV01,ST04,TR04,3.78,0.177,48.23
15016832,2024-11-06,2024-11-09,CL0241,CI006,CI004,SV04,ST04,TR03,13.01,0.318,65.87
15016833,2024-11-06,2024-11-07,CL0208,CI004,CI007,SV02,ST04,TR04,1.91,0.126,24.34
15016834,2024-11-06,2024-11-08,CL0143,CI007,CI006,SV01,ST01,TR02,4.24,0.4,60.18
15016835,2024-11-06,2024-11-07,CL0208,CI011,CI002,SV02,ST01,TR03,11.73,0.057,39.84
15016836,2024-11-06,2024-11-07,CL0238,CI004,CI010,SV02,ST02,TR03,4.23,0.053,28.27
15016837,2024-11-06,2024-11-07,CL0359,CI005,CI003,SV02,ST04,TR03,7.15,0.058,20.89
15016838,2024-11-06,2024-11-06,CL0380,CI012,CI008,SV03,ST01,TR04,3.37,0.089,38.32
15016839,2024-11-06,2024-11-08,CL0078,CI002,CI009,SV02,ST04,TR03,3.6,0.154,49.09
15016840,2024-11-06,2024-11-09,CL0091,CI006,CI009,SV04,ST06,TR02,3.24,0.17,62.91
15016841,2024-11-06,2024-11-09,CL0139,CI009,CI001,SV01,ST04,TR04,14.64,0.04,35.68
15016842,2024-11-06,2024-11-08,CL0192,CI003,CI012,SV01,ST04,TR02,5.01,0.121,39.25
15016843,2024-11-06,2024-11-07,CL0133,CI013,CI010,SV03,ST04,TR01,3.42,0.104,43.29
15016844,2024-11-06,2024-11-07,CL0089,CI011,CI001,SV02,ST04,TR04,7.16,0.144,49.96
15016845,2024-11-06,2024-11-10,CL0006,CI010,CI013,SV01,ST04,TR04,2.99,0.067,25.97
15016846,2024-11-06,2024-11-08,CL0104,CI008,CI004,SV02,ST05,TR04,4.96,0.149,31.34
15016847,2024-11-06,2024-11-07,CL0175,CI013,CI009,SV02,ST04,TR04,2.73,0.14,42.81
15016848,2024-11-06,2024-11-07,CL0240,CI011,CI001,SV02,ST04,TR02,1.63,0.046,23.18
15016849,2024-11-06,2024-11-06,CL0055,CI004,CI009,SV03,ST04,TR01,2.37,0.134,47.54
15016850,2024-11-06,2024-11-06,CL0290,CI013,CI002,SV03,ST06,TR04,2.7,0.083,40.14
15016851,2024-11-06,2024-11-06,CL0189,CI008,CI005,SV03,ST04,TR01,4.03,0.347,59.61
15016852,2024-11-06,2024-11-07,CL0308,CI002,CI010,SV02,ST02,TR03,4.67,0.077,31.83
15016853,2024-11-06,2024-11-08,CL0003,CI011,CI005,SV02,ST04,TR03,1.43,0.327,73.0
15016854,2024-11-06,2024-11-10,CL0114,CI006,CI011,SV04,ST04,TR01,14.79,0.114,72.22
15016855,2024-11-06,2024-11-06,CL0156,CI012,CI003,SV03,ST04,TR04,2.19,0.136,45.28
15016856,2024-11-06,2024-11-07,CL0102,CI013,CI002,SV02,ST04,TR04,13.92,0.099,48.5
15016857,2024-11-06,2024-11-08,CL0088,CI007,CI004,SV02,ST04,TR02,6.61,0.082,22.12
15016858,2024-11-06,2024-11-07,CL0039,CI006,CI001,SV02,ST06,TR02,5.73,0.071,21.18
15016859,2024-11-06,2024-11-08,CL0157,CI008,CI005,SV02,ST04,TR04,2.04,0.184,31.42
15016860,2024-11-07,2024-11-12,CL0345,CI006,CI013,SV04,ST01,TR02,2.56,0.15,60.99
15016861,2024-11-07,2024-11-11,CL0028,CI008,CI007,SV04,ST06,TR02,4.66,0.108,33.15
15016862,2024-11-07,2024-11-07,CL0008,CI008,CI012,SV03,ST05,TR03,1.07,0.134,45.67
15016863,2024-11-07,2024-11-09,CL0343,CI007,CI004,SV02,ST06,TR04,2.68,0.077,18.19
15016864,2024-11-07,2024-11-09,CL0211,CI012,CI011,SV01,ST03,TR04,2.78,0.223,52.84
15016865,2024-11-07,2024-11-10,CL0156,CI010,CI009,SV04,ST04,TR04,4.29,0.12,34.26
15016866,2024-11-07,2024-11-11,CL0222,CI002,CI006,SV04,ST05,TR01,3.36,0.222,45.66
15016867,2024-11-07,2024-11-09,CL0159,CI006,CI011,SV02,ST01,TR04,4.11,0.142,45.18
15016868,2024-11-07,2024-11-08,CL0377,CI004,CI006,SV02,ST04,TR04,1.95,0.074,19.04
15016869,2024-11-07,2024-11-10,CL0075,CI013,CI005,SV04,ST04,TR02,2.44,0.133,51.92
15016870,2024-11-07,2024-11-09,CL0139,CI002,CI004,SV01,ST04,TR03,4.21,0.346,48.27
15016871,2024-11-07,2024-11-08,CL0088,CI007,CI008,SV03,ST01,TR01,7.77,0.142,37.31
15016872,2024-11-07,2024-11-09,CL0343,CI009,CI001,SV01,ST03,TR02,5.11,0.047,25.18
15016873,2024-11-07,2024-11-08,CL0317,CI001,CI010,SV03,ST04,TR01,2.04,0.394,101.83
15016874,2024-11-07,2024-11-09,CL0236,CI007,CI001,SV04,ST04,TR04,2.81,0.124,33.41
15016875,2024-11-07,2024-11-08,CL0231,CI012,CI008,SV03,ST04,TR02,24.0,0.235,98.08
15016876,2024-11-07,2024-11-09,CL0346,CI004,CI008,SV01,ST04,TR03,4.88,0.111,23.21
15016877,2024-11-07,2024-11-08,CL0251,CI003,CI006,SV03,ST04,TR04,3.93,0.082,26.12
15016878,2024-11-07,2024-11-09,CL0020,CI009,CI013,SV02,ST02,TR02,5.59,0.119,45.04
15016879,2024-11-07,2024-11-08,CL0073,CI004,CI006,SV02,ST04,TR02,5.96,0.047,17.58
15016880,2024-11-07,2024-11-07,CL0331,CI011,CI007,SV03,ST04,TR01,1.78,0.234,69.19
15016881,2024-11-07,2024-11-07,CL0323,CI004,CI002,SV03,ST04,TR02,1.34,0.248,42.47
15016882,2024-11-07,2024-11-08,CL0366,CI006,CI003,SV03,ST04,TR02,1.68,0.263,46.8
15016883,2024-11-07,2024-11-08,CL0265,CI009,CI008,SV02,ST04,TR04,1.45,0.111,33.63
15016884,2024-11-07,2024-11-11,CL0319,CI001,CI011,SV04,ST04,TR02,2.67,0.281,79.23
15016885,2024-11-07,2024-11-11,CL0258,CI001,CI006,SV01,ST04,TR01,1.39,0.249,36.63
15016886,2024-11-07,2024-11-08,CL0032,CI005,CI011,SV03,ST04,TR02,4.53,0.098,43.74
15016887,2024-11-07,2024-11-08,CL0373,CI008,CI013,SV02,ST04,TR04,1.64,0.114,36.25
15016888,2024-11-07,2024-11-11,CL0049,CI010,CI009,SV01,ST04,TR03,0.8,0.149,22.89
15016889,2024-11-08,2024-11-10,CL0187,CI009,CI006,SV02,ST04,TR04,5.78,0.335,84.64
15016890,2024-11-08,2024-11-08,CL0236,CI002,CI005,SV03,ST04,TR03,3.61,0.468,74.45
15016891,2024-11-08,2024-11-10,CL0119,CI002,CI011,SV02,ST04,TR04,2.97,0.118,36.99
15016892,2024-11-08,2024-11-12,CL0085,CI008,CI009,SV04,ST04,TR02,1.72,0.113,47.28
15016893,2024-11-08,2024-11-10,CL0370,CI009,CI005,SV01,ST04,TR02,3.9,0.038,20.63
15016894,2024-11-08,2024-11-09,CL0211,CI005,CI011,SV02,ST04,TR04,2.02,0.108,35.64
15016895,2024-11-08,2024-11-09,CL0296,CI005,CI011,SV03,ST03,TR01,1.57,0.082,36.4
15016896,2024-11-08,2024-11-10,CL0234,CI011,CI012,SV02,ST04,TR04,5.65,0.179,54.5
15016897,2024-11-08,2024-11-09,CL0212,CI013,CI003,SV02,ST06,TR02,3.58,0.334,85.35
15016898,2024-11-08,2024-11-11,CL0236,CI004,CI008,SV01,ST04,TR02,5.34,0.039,14.99
15016899,2024-11-08,2024-11-10,CL0375,CI006,CI005,SV02,ST06,TR04,1.1,0.032,12.33
15016900,2024-11-08,2024-11-08,CL0112,CI002,CI007,SV03,ST03,TR04,2.46,0.214,37.42
15016901,2024-11-08,2024-11-10,CL0085,CI001,CI006,SV02,ST04,TR03,4.03,0.044,15.59
15016902,2024-11-08,2024-11-08,CL0040,CI001,CI002,SV03,ST02,TR01,2.85,0.814,117.33
15016903,2024-11-08,2024-11-10,CL0219,CI003,CI003,SV01,ST04,TR01,3.58,0.061,16.04
15016904,2024-11-08,2024-11-09,CL0322,CI013,CI005,SV02,ST01,TR02,4.72,0.211,59.31
15016905,2024-11-08,2024-11-08,CL0105,CI012,CI003,SV03,ST04,TR02,2.16,0.45,107.91
15016906,2024-11-08,2024-11-09,CL0118,CI010,CI005,SV02,ST04,TR02,7.59,0.076,37.52
15016907,2024-11-08,2024-11-11,CL0122,CI013,CI011,SV04,ST04,TR01,4.32,0.173,65.04
15016908,2024-11-08,2024-11-13,CL0189,CI006,CI010,SV04,ST04,TR04,5.77,0.368,104.56
15016909,2024-11-08,2024-11-10,CL0320,CI009,CI008,SV01,ST02,TR02,1.72,0.062,23.18
15016910,2024-11-08,2024-11-12,CL0351,CI006,CI003,SV04,ST04,TR01,7.62,0.035,25.71
15016911,2024-11-08,2024-11-10,CL0283,CI010,CI006,SV02,ST04,TR04,8.69,0.17,57.15
15016912,2024-11-09,2024-11-15,CL0230,CI002,CI009,SV04,ST04,TR04,2.03,0.158,58.86
15016913,2024-11-09,2024-11-10,CL0098,CI010,CI007,SV02,ST04,TR01,2.0,0.1,35.78
15016914,2024-11-09,2024-11-12,CL0108,CI012,CI001,SV01,ST04,TR04,5.07,0.199,57.02
15016915,2024-11-09,2024-11-11,CL0240,CI012,CI003,SV02,ST04,TR02,2.75,0.087,31.03
15016916,2024-11-09,2024-11-10,CL0045,CI006,CI008,SV03,ST04,TR04,2.6,0.28,49.81
15016917,2024-11-09,2024-11-11,CL0012,CI013,CI005,SV02,ST02,TR04,2.34,0.09,32.65
15016918,2024-11-09,2024-11-11,CL0316,CI007,CI003,SV02,ST04,TR04,2.52,0.136,27.39
15016919,2024-11-09,2024-11-10,CL0071,CI011,CI003,SV02,ST02,TR02,6.94,0.14,48.87
15016920,2024-11-09,2024-11-13,CL0054,CI008,CI007,SV01,ST04,TR04,8.12,0.109,25.89
15016921,2024-11-09,2024-11-09,CL0292,CI010,CI001,SV03,ST03,TR02,2.04,0.09,38.62
15016922,2024-11-09,2024-11-10,CL0136,CI002,CI013,SV01,ST04,TR02,3.26,0.083,27.96
15016923,2024-11-09,2024-11-11,CL0344,CI007,CI011,SV02,ST04,TR03,4.94,0.115,39.13
15016924,2024-11-09,2024-11-12,CL0380,CI009,CI010,SV01,ST04,TR04,6.95,0.117,25.8
15016925,2024-11-09,2024-11-14,CL0167,CI013,CI011,SV04,ST04,TR04,3.23,0.206,69.8
15016926,2024-11-09,2024-11-11,CL0371,CI012,CI012,SV01,ST02,TR03,2.43,0.145,25.09
15016927,2024-11-09,2024-11-16,CL0075,CI006,CI004,SV04,ST04,TR04,1.97,0.04,23.7
15016928,2024-11-09,2024-11-13,CL0059,CI010,CI005,SV01,ST04,TR02,4.47,0.04,21.77
15016929,2024-11-09,2024-11-15,CL0187,CI006,CI005,SV04,ST04,TR02,2.67,0.201,42.52
15016930,2024-11-09,2024-11-11,CL0268,CI002,CI001,SV02,ST04,TR01,4.32,0.151,29.51
15016931,2024-11-09,2024-11-11,CL0181,CI011,CI002,SV01,ST04,TR03,1.34,0.185,46.25
15016932,2024-11-10,2024-11-11,CL0309,CI012,CI004,SV02,ST04,TR04,2.52,0.05,23.97
15016933,2024-11-10,2024-11-10,CL0249,CI008,CI007,SV03,ST03,TR03,4.33,0.068,24.73
15016934,2024-11-10,2024-11-11,CL0290,CI004,CI012,SV03,ST03,TR03,5.2,0.268,81.21
15016935,2024-11-10,2024-11-12,CL0054,CI002,CI009,SV01,ST04,TR03,5.46,0.122,40.09
15016936,2024-11-10,2024-11-13,CL0289,CI003,CI007,SV04,ST04,TR01,5.54,0.067,27.57
15016937,2024-11-10,2024-11-13,CL0380,CI011,CI007,SV01,ST03,TR01,1.7,0.141,38.32
15016938,2024-11-10,2024-11-11,CL0023,CI005,CI007,SV03,ST04,TR04,3.29,0.033,17.5
15016939,2024-11-10,2024-11-11,CL0140,CI010,CI003,SV01,ST05,TR04,5.42,0.392,91.87
15016940,2024-11-10,2024-11-11,CL0017,CI009,CI006,SV02,ST05,TR01,6.11,0.367,95.83
15016941,2024-11-10,2024-11-11,CL0099,CI003,CI001,SV02,ST04,TR03,3.45,0.139,25.92
15016942,2024-11-10,2024-11-13,CL0035,CI004,CI007,SV01,ST04,TR04,4.99,0.264,39.59
15016943,2024-11-10,2024-11-11,CL0345,CI012,CI001,SV03,ST04,TR04,2.91,0.105,44.89
15016944,2024-11-10,2024-11-14,CL0110,CI004,CI008,SV01,ST04,TR01,3.26,0.184,32.04
15016945,2024-11-10,2024-11-12,CL0341,CI008,CI007,SV01,ST04,TR01,5.01,0.065,16.92
15016946,2024-11-10,2024-11-11,CL0108,CI012,CI005,SV02,ST04,TR01,3.72,0.212,58.06
15016947,2024-11-10,2024-11-14,CL0218,CI010,CI003,SV01,ST01,TR01,1.38,0.094,28.84
15016948,2024-11-10,2024-11-12,CL0093,CI013,CI009,SV01,ST01,TR02,6.54,0.32,79.66
15016949,2024-11-10,2024-11-12,CL0197,CI004,CI006,SV02,ST04,TR03,4.44,0.202,37.52
15016950,2024-11-10,2024-11-11,CL0225,CI001,CI007,SV03,ST01,TR03,1.81,0.072,21.77
15016951,2024-11-10,2024-11-13,CL0363,CI012,CI010,SV02,ST04,TR03,6.22,0.077,35.74
15016952,2024-11-11,2024-11-12,CL0345,CI011,CI012,SV02,ST04,TR03,3.15,0.067,29.4
15016953,2024-11-11,2024-11-12,CL0218,CI002,CI010,SV02,ST04,TR02,2.12,0.086,31.56
15016954,2024-11-11,2024-11-13,CL0369,CI003,CI008,SV02,ST02,TR02,4.81,0.218,39.89
15016955,2024-11-11,2024-11-16,CL0149,CI013,CI001,SV04,ST04,TR01,6.31,0.195,72.13
15016956,2024-11-11,2024-11-15,CL0139,CI005,CI009,SV01,ST06,TR04,5.77,0.11,36.32
15016957,2024-11-11,2024-11-12,CL0287,CI002,CI005,SV01,ST05,TR04,3.37,0.047,14.17
15016958,2024-11-11,2024-11-11,CL0245,CI004,CI006,SV03,ST04,TR02,2.48,0.184,37.6
15016959,2024-11-11,2024-11-14,CL0206,CI007,CI010,SV01,ST01,TR04,4.58,0.173,46.18
15016960,2024-11-11,2024-11-11,CL0262,CI003,CI002,SV03,ST04,TR03,10.26,0.068,30.34
15016961,2024-11-11,2024-11-12,CL0013,CI007,CI011,SV02,ST04,TR01,2.66,0.044,25.49
15016962,2024-11-11,2024-11-12,CL0121,CI011,CI013,SV01,ST04,TR01,3.5,0.118,36.5
15016963,2024-11-11,2024-11-13,CL0330,CI012,CI006,SV01,ST04,TR02,7.94,0.137,46.54
15016964,2024-11-11,2024-11-12,CL0205,CI013,CI007,SV02,ST06,TR04,3.73,0.169,47.33
15016965,2024-11-11,2024-11-13,CL0012,CI012,CI011,SV01,ST04,TR02,1.62,0.218,50.34
15016966,2024-11-11,2024-11-16,CL0115,CI011,CI003,SV04,ST04,TR02,3.41,0.39,105.39
15016967,2024-11-11,2024-11-14,CL0366,CI004,CI002,SV01,ST04,TR04,3.09,0.128,24.82
15016968,2024-11-11,2024-11-13,CL0325,CI005,CI011,SV01,ST02,TR01,1.64,0.156,43.17
15016969,2024-11-11,2024-11-12,CL0131,CI004,CI001,SV02,ST04,TR03,1.11,0.426,62.6
15016970,2024-11-11,2024-11-12,CL0361,CI009,CI013,SV03,ST04,TR02,1.65,0.185,53.48
15016971,2024-11-11,2024-11-11,CL0182,CI008,CI001,SV03,ST04,TR01,7.01,0.121,33.95
15016972,2024-11-11,2024-11-17,CL0172,CI006,CI010,SV04,ST02,TR01,3.2,0.157,63.37
15016973,2024-11-11,2024-11-14,CL0213,CI009,CI010,SV04,ST04,TR01,3.71,0.092,31.9
15016974,2024-11-11,2024-11-13,CL0056,CI007,CI001,SV01,ST04,TR04,4.0,0.147,28.08
15016975,2024-11-11,2024-11-12,CL0164,CI009,CI012,SV01,ST06,TR04,3.04,0.238,55.93
15016976,2024-11-11,2024-11-14,CL0259,CI011,CI001,SV04,ST05,TR04,0.97,0.172,60.02
15016977,2024-11-11,2024-11-14,CL0272,CI006,CI007,SV01,ST02,TR03,4.04,0.361,55.08
15016978,2024-11-11,2024-11-13,CL0358,CI006,CI012,SV02,ST05,TR02,2.7,0.071,28.04
15016979,2024-11-11,2024-11-12,CL0096,CI003,CI004,SV02,ST04,TR02,8.05,0.066,23.8
15016980,2024-11-11,2024-11-12,CL0144,CI010,CI013,SV03,ST04,TR03,2.16,0.094,37.58
15016981,2024-11-11,2024-11-16,CL0100,CI007,CI012,SV04,ST04,TR04,1.94,0.047,37.42
15016982,2024-11-11,2024-11-12,CL0312,CI011,CI001,SV02,ST04,TR04,4.25,0.073,33.74
15016983,2024-11-11,2024-11-13,CL0074,CI007,CI002,SV02,ST04,TR01,0.77,0.162,27.63
15016984,2024-11-12,2024-11-13,CL0108,CI009,CI003,SV03,ST04,TR03,4.05,0.062,36.14
15016985,2024-11-12,2024-11-14,CL0138,CI009,CI003,SV02,ST04,TR03,2.64,0.108,36.54
15016986,2024-11-12,2024-11-13,CL0117,CI011,CI009,SV02,ST04,TR01,11.6,0.074,40.77
15016987,2024-11-12,2024-11-14,CL0227,CI003,CI007,SV01,ST04,TR03,7.37,0.116,27.36
15016988,2024-11-12,2024-11-14,CL0266,CI002,CI011,SV01,ST03,TR04,1.92,0.186,47.28
15016989,2024-11-12,2024-11-15,CL0004,CI007,CI010,SV01,ST04,TR01,1.73,0.834,171.42
15016990,2024-11-12,2024-11-13,CL0319,CI005,CI006,SV03,ST03,TR02,4.78,0.117,29.84
15016991,2024-11-12,2024-11-16,CL0170,CI013,CI005,SV04,ST04,TR01,0.79,0.064,40.98
15016992,2024-11-12,2024-11-13,CL0280,CI003,CI010,SV02,ST02,TR01,2.38,0.059,26.76
15016993,2024-11-12,2024-11-12,CL0206,CI007,CI009,SV03,ST02,TR02,2.55,0.413,101.37
15016994,2024-11-12,2024-11-12,CL0185,CI012,CI003,SV03,ST04,TR02,5.87,0.074,41.06
15016995,2024-11-12,2024-11-12,CL0100,CI004,CI003,SV03,ST04,TR01,2.23,0.106,27.54
15016996,2024-11-12,2024-11-15,CL0179,CI004,CI006,SV01,ST04,TR02,3.62,0.247,38.4
15016997,2024-11-12,2024-11-13,CL0379,CI001,CI003,SV03,ST04,TR01,4.75,0.058,22.73
15016998,2024-11-12,2024-11-13,CL0087,CI002,CI004,SV03,ST04,TR03,0.88,0.078,20.57
15016999,2024-11-12,2024-11-14,CL0371,CI002,CI007,SV02,ST04,TR04,3.62,0.137,27.2
15017000,2024-11-12,2024-11-13,CL0173,CI010,CI001,SV02,ST04,TR02,4.15,0.256,70.48
15017001,2024-11-12,2024-11-13,CL0171,CI002,CI003,SV03,ST05,TR03,4.33,0.992,134.44
15017002,2024-11-12,2024-11-13,CL0365,CI004,CI003,SV02,ST03,TR03,9.19,0.15,33.77
15017003,2024-11-12,2024-11-16,CL0365,CI006,CI007,SV01,ST04,TR04,2.24,0.066,14.66
15017004,2024-11-12,2024-11-14,CL0306,CI003,CI010,SV01,ST04,TR02,2.8,0.152,39.92
15017005,2024-11-12,2024-11-14,CL0206,CI011,CI009,SV02,ST04,TR02,3.49,0.108,39.65
15017006,2024-11-12,2024-11-13,CL0087,CI003,CI013,SV02,ST04,TR04,4.35,0.073,33.89
15017007,2024-11-12,2024-11-15,CL0299,CI002,CI012,SV01,ST04,TR03,5.85,0.107,37.77
15017008,2024-11-12,2024-11-14,CL0135,CI012,CI004,SV02,ST05,TR01,2.51,0.187,54.09
15017009,2024-11-12,2024-11-14,CL0255,CI007,CI004,SV02,ST04,TR01,2.28,0.164,30.69
15017010,2024-11-12,2024-11-14,CL0072,CI008,CI006,SV02,ST04,TR01,1.83,0.093,19.29
15017011,2024-11-12,2024-11-17,CL0081,CI001,CI011,SV04,ST05,TR04,1.86,0.068,39.27
15017012,2024-11-12,2024-11-15,CL0224,CI008,CI013,SV01,ST04,TR02,1.63,0.07,24.59
15017013,2024-11-13,2024-11-15,CL0316,CI011,CI012,SV02,ST04,TR03,3.05,0.402,93.58
15017014,2024-11-13,2024-11-16,CL0310,CI003,CI009,SV01,ST04,TR03,4.31,0.162,43.8
15017015,2024-11-13,2024-11-15,CL0331,CI008,CI004,SV02,ST04,TR03,2.75,0.109,23.05
15017016,2024-11-13,2024-11-15,CL0233,CI001,CI002,SV01,ST06,TR02,2.28,0.094,18.83
15017017,2024-11-13,2024-11-15,CL0119,CI005,CI001,SV01,ST05,TR04,2.25,0.071,16.05
15017018,2024-11-13,2024-11-15,CL0352,CI001,CI003,SV01,ST04,TR04,1.05,0.169,28.06
15017019,2024-11-13,2024-11-15,CL0348,CI002,CI001,SV02,ST03,TR02,18.5,0.199,48.03
15017020,2024-11-13,2024-11-15,CL0330,CI001,CI007,SV02,ST04,TR02,2.17,0.126,23.34
15017021,2024-11-13,2024-11-15,CL0365,CI004,CI010,SV02,ST04,TR04,4.99,0.149,50.18
15017022,2024-11-13,2024-11-14,CL0235,CI012,CI006,SV03,ST04,TR04,4.59,0.116,44.92
15017023,2024-11-13,2024-11-14,CL0270,CI009,CI008,SV03,ST04,TR01,2.07,0.093,39.24
15017024,2024-11-13,2024-11-14,CL0051,CI009,CI003,SV02,ST04,TR04,2.49,0.152,44.77
15017025,2024-11-13,2024-11-15,CL0309,CI006,CI003,SV02,ST04,TR03,6.99,0.196,39.18
15017026,2024-11-13,2024-11-15,CL0156,CI002,CI004,SV01,ST04,TR01,5.06,0.248,39.81
15017027,2024-11-13,2024-11-14,CL0194,CI002,CI012,SV03,ST04,TR01,5.66,0.098,45.37
15017028,2024-11-13,2024-11-13,CL0193,CI005,CI009,SV03,ST03,TR01,2.36,0.191,58.47
15017029,2024-11-13,2024-11-15,CL0224,CI006,CI010,SV02,ST04,TR02,6.88,0.34,82.83
15017030,2024-11-13,2024-11-14,CL0172,CI002,CI012,SV03,ST04,TR04,0.84,0.113,43.37
15017031,2024-11-13,2024-11-14,CL0042,CI007,CI005,SV03,ST02,TR01,2.83,0.09,24.85
15017032,2024-11-13,2024-11-15,CL0057,CI011,CI003,SV02,ST05,TR04,7.55,0.2,58.21
15017033,2024-11-13,2024-11-19,CL0234,CI004,CI009,SV04,ST04,TR03,6.97,0.453,128.74
15017034,2024-11-13,2024-11-14,CL0184,CI001,CI009,SV02,ST04,TR02,12.81,0.048,39.66
15017035,2024-11-13,2024-11-15,CL0184,CI006,CI003,SV02,ST04,TR01,4.86,0.169,32.15
15017036,2024-11-13,2024-11-15,CL0075,CI003,CI013,SV01,ST04,TR01,3.69,0.113,34.02
15017037,2024-11-13,2024-11-16,CL0277,CI009,CI006,SV01,ST04,TR02,3.44,0.436,92.59
15017038,2024-11-13,2024-11-15,CL0224,CI007,CI010,SV02,ST01,TR02,1.69,0.349,77.37
15017039,2024-11-13,2024-11-14,CL0237,CI007,CI006,SV03,ST04,TR01,1.63,0.059,21.05
15017040,2024-11-13,2024-11-14,CL0376,CI004,CI003,SV02,ST04,TR01,8.43,0.067,24.28
15017041,2024-11-13,2024-11-15,CL0249,CI002,CI010,SV02,ST04,TR02,4.65,0.298,75.91
15017042,2024-11-13,2024-11-15,CL0011,CI002,CI010,SV01,ST04,TR04,3.13,0.319,78.28
15017043,2024-11-13,2024-11-14,CL0352,CI013,CI008,SV02,ST04,TR03,5.11,0.269,71.01
15017044,2024-11-14,2024-11-16,CL0085,CI008,CI006,SV02,ST06,TR04,2.3,0.186,30.3
15017045,2024-11-14,2024-11-16,CL0123,CI009,CI004,SV02,ST04,TR03,6.19,0.153,50.29
